MR32 CSV
Name;Staw lokciowy zginanie, nadgarstkowy wyprost 2
Frequency;1500
Date;17-03-2023 12:32:00
"Time,s";"FLEX.CAPR.U RT,%";"BICEPS BR. RT,%";"BRACHIORAD. RT,%";"LAT. TRICEPS RT,%"
21,2413;1,376;0,9946;0,9928;0,9163
21,2420;1,375;0,9946;0,9928;0,9163
21,2427;1,371;0,9946;0,9928;0,9167
21,2433;1,371;0,9946;0,9928;0,9171
21,2440;1,37;0,9946;0,9928;0,9171
21,2447;1,364;0,9946;0,9897;0,9171
21,2453;1,352;0,9946;0,9897;0,9163
21,2460;1,336;0,9946;0,9897;0,9163
21,2467;1,324;0,9974;0,9897;0,9163
21,2473;1,318;0,9974;0,9897;0,9171
21,2480;1,317;0,9974;0,9897;0,9175
21,2487;1,317;0,9946;0,9897;0,9167
21,2493;1,311;0,9918;0,9897;0,9167
21,2500;1,287;0,989;0,9897;0,9171
21,2507;1,276;0,989;0,9897;0,9175
21,2513;1,268;0,989;0,9865;0,9175
21,2520;1,228;0,9862;0,9865;0,9167
21,2527;1,192;0,9834;0,9834;0,9155
21,2533;1,157;0,9778;0,9772;0,9147
21,2540;1,125;0,9722;0,974;0,913
21,2547;1,106;0,9722;0,9678;0,9167
21,2553;1,096;0,9918;0,9646;0,9328
21,2560;1,086;1,023;0,9646;0,9562
21,2567;1,077;1,037;0,9615;0,9775
21,2573;1,07;1,045;0,9615;0,9896
21,2580;1,066;1,051;0,9552;0,9937
21,2587;1,063;1,051;0,9521;0,9933
21,2593;1,05;1,059;0,9458;0,9961
21,2600;1,035;1,071;0,9427;0,9981
21,2607;1,027;1,082;0,9396;0,9965
21,2613;1,015;1,099;0,9364;1,003
21,2620;0,9975;1,107;0,9364;1,008
21,2627;0,9857;1,107;0,9333;1,003
21,2633;0,975;1,107;0,9333;0,9961
21,2640;0,9608;1,107;0,9333;0,9913
21,2647;0,9478;1,104;0,9333;0,9872
21,2653;0,9336;1,099;0,927;0,9844
21,2660;0,9206;1,099;0,927;0,9836
21,2667;0,9123;1,099;0,927;0,9836
21,2673;0,9064;1,101;0,9302;0,9848
21,2680;0,9005;1,101;0,9333;0,986
21,2687;0,8875;1,101;0,9427;0,9864
21,2693;0,8815;1,104;0,9458;0,9864
21,2700;0,8851;1,104;0,9427;0,9868
21,2707;0,8827;1,104;0,9427;0,9868
21,2713;0,8756;1,101;0,9458;0,9872
21,2720;0,865;1,101;0,9458;0,9872
21,2727;0,8591;1,101;0,949;0,9872
21,2733;0,8543;1,104;0,9772;0,99
21,2740;0,8484;1,101;0,9959;0,9913
21,2747;0,8425;1,101;0,9959;0,9913
21,2753;0,8354;1,101;0,9959;0,9913
21,2760;0,833;1,101;0,9928;0,9904
21,2767;0,8295;1,101;0,9959;0,99
21,2773;0,8271;1,101;0,9959;0,99
21,2780;0,8236;1,101;0,9928;0,9892
21,2787;0,8212;1,101;0,9959;0,9892
21,2793;0,82;1,101;1,002;0,9896
21,2800;0,8188;1,101;1,002;0,99
21,2807;0,8176;1,101;0,9959;0,9913
21,2813;0,8188;1,101;0,9928;0,9921
21,2820;0,8176;1,101;0,9897;0,9913
21,2827;0,8176;1,101;0,9897;0,9908
21,2833;0,8165;1,101;0,9897;0,9921
21,2840;0,8165;1,101;0,9865;0,9933
21,2847;0,8165;1,099;0,9803;0,9917
21,2853;0,8165;1,101;0,9803;0,9904
21,2860;0,8165;1,101;0,9803;0,99
21,2867;0,8165;1,101;0,9803;0,99
21,2873;0,8165;1,101;0,9772;0,99
21,2880;0,8165;1,101;0,9772;0,9904
21,2887;0,8165;1,101;0,9772;0,99
21,2893;0,8176;1,101;0,9772;0,9892
21,2900;0,8176;1,101;0,974;0,9888
21,2907;0,8176;1,101;0,9709;0,9884
21,2913;0,8165;1,101;0,9678;0,9876
21,2920;0,8141;1,101;0,9678;0,9884
21,2927;0,8129;1,099;0,9678;0,9884
21,2933;0,8129;1,096;0,9646;0,9896
21,2940;0,8094;1,096;0,9646;0,9904
21,2947;0,8046;1,096;0,9646;0,9917
21,2953;0,8034;1,096;0,9646;0,9929
21,2960;0,8034;1,101;0,9646;0,9921
21,2967;0,8023;1,101;0,9615;0,9921
21,2973;0,8023;1,101;0,9615;0,9929
21,2980;0,8023;1,101;0,9615;0,9933
21,2987;0,8011;1,101;0,9615;0,9941
21,2993;0,7987;1,101;0,9615;0,9945
21,3000;0,7963;1,101;0,9646;0,9941
21,3007;0,7916;1,101;0,9615;0,9929
21,3013;0,7869;1,101;0,9615;0,9925
21,3020;0,7845;1,101;0,9584;0,9917
21,3027;0,781;1,101;0,9584;0,99
21,3033;0,7798;1,101;0,9552;0,9892
21,3040;0,7798;1,101;0,9552;0,9888
21,3047;0,7774;1,101;0,9521;0,9884
21,3053;0,7727;1,101;0,949;0,988
21,3060;0,768;1,101;0,9458;0,9876
21,3067;0,7597;1,101;0,9458;0,9876
21,3073;0,7538;1,101;0,9458;0,9876
21,3080;0,7514;1,099;0,9458;0,988
21,3087;0,7467;1,099;0,9458;0,988
21,3093;0,7419;1,099;0,9458;0,9896
21,3100;0,7384;1,099;0,9458;0,9937
21,3107;0,7348;1,099;0,9458;0,9953
21,3113;0,7313;1,099;0,9458;0,9957
21,3120;0,7301;1,096;0,9458;0,9961
21,3127;0,7289;1,096;0,9458;0,9957
21,3133;0,7242;1,096;0,9458;0,9961
21,3140;0,7218;1,096;0,9458;0,9957
21,3147;0,7206;1,096;0,949;0,9961
21,3153;0,7183;1,096;0,9521;0,9957
21,3160;0,71;1,096;0,9552;0,9945
21,3167;0,7064;1,096;0,9552;0,9917
21,3173;0,7052;1,096;0,9552;0,9876
21,3180;0,697;1,09;0,9552;0,9836
21,3187;0,6816;1,087;0,9552;0,98
21,3193;0,6768;1,079;0,9552;0,9759
21,3200;0,6757;1,073;0,9521;0,9731
21,3207;0,6709;1,071;0,949;0,9703
21,3213;0,6662;1,068;0,949;0,9671
21,3220;0,6662;1,068;0,949;0,9667
21,3227;0,665;1,068;0,9458;0,9651
21,3233;0,6626;1,068;0,9458;0,9622
21,3240;0,6615;1,065;0,9458;0,9614
21,3247;0,6615;1,062;0,9458;0,961
21,3253;0,6615;1,059;0,9458;0,9598
21,3260;0,6615;1,056;0,9458;0,9578
21,3267;0,6615;1,056;0,9458;0,9566
21,3273;0,6591;1,054;0,9458;0,9554
21,3280;0,6579;1,054;0,9458;0,9554
21,3287;0,6567;1,054;0,9458;0,955
21,3293;0,6544;1,054;0,9458;0,9534
21,3300;0,6484;1,054;0,9458;0,9517
21,3307;0,6425;1,054;0,9458;0,9513
21,3313;0,6413;1,054;0,9458;0,9493
21,3320;0,6413;1,051;0,9458;0,9469
21,3327;0,6413;1,048;0,949;0,9457
21,3333;0,6413;1,048;0,949;0,9441
21,3340;0,6413;1,048;0,9521;0,9429
21,3347;0,6413;1,048;0,9552;0,9405
21,3353;0,6413;1,048;0,9552;0,9376
21,3360;0,6402;1,051;0,9552;0,9364
21,3367;0,6402;1,051;0,9552;0,9364
21,3373;0,639;1,051;0,9552;0,9368
21,3380;0,6437;1,051;0,9552;0,9376
21,3387;0,6484;1,051;0,9552;0,9372
21,3393;0,6496;1,051;0,9521;0,9372
21,3400;0,652;1,051;0,9521;0,9376
21,3407;0,652;1,051;0,9521;0,9393
21,3413;0,6532;1,054;0,9521;0,9429
21,3420;0,6508;1,054;0,9521;0,9457
21,3427;0,6461;1,054;0,9521;0,9473
21,3433;0,6449;1,054;0,9521;0,9477
21,3440;0,6461;1,054;0,9521;0,9473
21,3447;0,6473;1,054;0,9521;0,9473
21,3453;0,6484;1,054;0,9521;0,9469
21,3460;0,6484;1,054;0,9521;0,9469
21,3467;0,6473;1,056;0,9521;0,9477
21,3473;0,6473;1,056;0,9521;0,9497
21,3480;0,6496;1,056;0,9521;0,9493
21,3487;0,6484;1,056;0,9521;0,9497
21,3493;0,6473;1,056;0,9521;0,9497
21,3500;0,6461;1,056;0,9521;0,9493
21,3507;0,6473;1,056;0,9521;0,9493
21,3513;0,6484;1,059;0,9521;0,9485
21,3520;0,6484;1,059;0,9521;0,9465
21,3527;0,6484;1,056;0,9521;0,9441
21,3533;0,6496;1,056;0,9521;0,9441
21,3540;0,6461;1,056;0,9521;0,9437
21,3547;0,6425;1,056;0,9521;0,9445
21,3553;0,6425;1,056;0,9521;0,9461
21,3560;0,6425;1,056;0,9521;0,9481
21,3567;0,6437;1,056;0,949;0,9485
21,3573;0,6437;1,059;0,9458;0,9493
21,3580;0,6437;1,059;0,9458;0,953
21,3587;0,6437;1,059;0,9458;0,9542
21,3593;0,6425;1,056;0,9427;0,9546
21,3600;0,6413;1,056;0,9364;0,9546
21,3607;0,6413;1,056;0,9114;0,9546
21,3613;0,6413;1,056;0,902;0,9542
21,3620;0,6425;1,056;0,9051;0,9546
21,3627;0,6437;1,056;0,9051;0,9554
21,3633;0,6437;1,056;0,8957;0,9554
21,3640;0,6437;1,056;0,8926;0,955
21,3647;0,6425;1,056;0,8926;0,9542
21,3653;0,6425;1,056;0,8926;0,9538
21,3660;0,6449;1,056;0,8926;0,9534
21,3667;0,6449;1,056;0,8926;0,9538
21,3673;0,6449;1,056;0,8895;0,9538
21,3680;0,6437;1,056;0,8895;0,9546
21,3687;0,6437;1,056;0,8895;0,9554
21,3693;0,6449;1,054;0,8926;0,9554
21,3700;0,6449;1,054;0,8926;0,9546
21,3707;0,6437;1,054;0,8926;0,9505
21,3713;0,6449;1,056;0,8926;0,9481
21,3720;0,6461;1,059;0,8926;0,9469
21,3727;0,6461;1,062;0,8926;0,9465
21,3733;0,6461;1,065;0,8926;0,9465
21,3740;0,6461;1,065;0,8895;0,9465
21,3747;0,6473;1,062;0,8895;0,9469
21,3753;0,6473;1,059;0,8895;0,9473
21,3760;0,6473;1,059;0,8895;0,9473
21,3767;0,6449;1,059;0,8895;0,9473
21,3773;0,6461;1,056;0,8957;0,9473
21,3780;0,6484;1,056;0,8957;0,9473
21,3787;0,6484;1,056;0,8957;0,9473
21,3793;0,6484;1,056;0,8989;0,9477
21,3800;0,6461;1,059;0,8989;0,9489
21,3807;0,6473;1,059;0,8989;0,9497
21,3813;0,6473;1,059;0,8989;0,9485
21,3820;0,6473;1,059;0,8989;0,9481
21,3827;0,6461;1,059;0,8989;0,9465
21,3833;0,6449;1,059;0,8989;0,9449
21,3840;0,6449;1,065;0,902;0,9457
21,3847;0,6449;1,068;0,9051;0,9477
21,3853;0,6437;1,068;0,9051;0,9481
21,3860;0,6437;1,068;0,9051;0,9481
21,3867;0,6437;1,068;0,9051;0,9481
21,3873;0,6437;1,068;0,9051;0,9481
21,3880;0,6425;1,068;0,9083;0,9485
21,3887;0,639;1,068;0,9083;0,9485
21,3893;0,6413;1,068;0,9083;0,9481
21,3900;0,6413;1,065;0,9083;0,9481
21,3907;0,6402;1,065;0,9083;0,9481
21,3913;0,6402;1,068;0,9083;0,9485
21,3920;0,6402;1,073;0,9051;0,9489
21,3927;0,6402;1,073;0,9051;0,9522
21,3933;0,6402;1,076;0,9051;0,9546
21,3940;0,6366;1,079;0,9051;0,9542
21,3947;0,6283;1,079;0,9051;0,9538
21,3953;0,626;1,079;0,9051;0,9546
21,3960;0,6271;1,079;0,9051;0,9546
21,3967;0,6271;1,079;0,9051;0,9562
21,3973;0,6271;1,082;0,9051;0,9546
21,3980;0,6271;1,085;0,902;0,9513
21,3987;0,6248;1,085;0,902;0,9477
21,3993;0,6224;1,085;0,902;0,9445
21,4000;0,6224;1,085;0,902;0,9425
21,4007;0,6224;1,085;0,902;0,9409
21,4013;0,6236;1,085;0,902;0,9388
21,4020;0,6271;1,085;0,902;0,936
21,4027;0,6271;1,085;0,902;0,9324
21,4033;0,6283;1,085;0,902;0,9284
21,4040;0,6283;1,087;0,902;0,9255
21,4047;0,6283;1,087;0,902;0,9235
21,4053;0,6283;1,087;0,902;0,9219
21,4060;0,6283;1,087;0,902;0,9223
21,4067;0,6283;1,087;0,902;0,9235
21,4073;0,6271;1,085;0,902;0,9219
21,4080;0,6271;1,085;0,8989;0,9187
21,4087;0,6271;1,085;0,8832;0,9147
21,4093;0,6236;1,085;0,8707;0,9118
21,4100;0,6212;1,085;0,8675;0,9122
21,4107;0,62;1,085;0,8362;0,9126
21,4113;0,6153;1,085;0,8143;0,913
21,4120;0,6153;1,082;0,8112;0,9126
21,4127;0,6153;1,065;0,808;0,9098
21,4133;0,6153;1,051;0,8018;0,9082
21,4140;0,6129;1,045;0,7986;0,9078
21,4147;0,6106;1,045;0,7986;0,9078
21,4153;0,6106;1,042;0,7924;0,9074
21,4160;0,6106;1,042;0,7924;0,9074
21,4167;0,6106;1,042;0,7955;0,9074
21,4173;0,6118;1,042;0,8049;0,9082
21,4180;0,6118;1,034;0,808;0,9082
21,4187;0,6106;1,028;0,808;0,9042
21,4193;0,6118;1,028;0,808;0,903
21,4200;0,6118;1,026;0,808;0,9042
21,4207;0,6106;1,026;0,8112;0,905
21,4213;0,6106;1,026;0,8112;0,905
21,4220;0,6106;1,026;0,8112;0,9054
21,4227;0,6118;1,023;0,8174;0,9062
21,4233;0,6118;1,023;0,8206;0,9058
21,4240;0,6118;1,023;0,8206;0,9054
21,4247;0,6118;1,023;0,8206;0,9042
21,4253;0,6177;1,023;0,8206;0,9026
21,4260;0,6165;1,023;0,8237;0,9014
21,4267;0,6153;1,023;0,8237;0,9006
21,4273;0,6165;1,023;0,8237;0,8989
21,4280;0,6165;1,02;0,8237;0,8973
21,4287;0,6165;1,02;0,8268;0,8965
21,4293;0,6165;1,02;0,8268;0,8957
21,4300;0,6165;1,02;0,8237;0,8933
21,4307;0,6141;1,02;0,8237;0,8885
21,4313;0,6141;1,02;0,8206;0,886
21,4320;0,6153;1,02;0,8237;0,886
21,4327;0,6141;1,02;0,8237;0,8856
21,4333;0,6141;1,02;0,8237;0,8856
21,4340;0,6141;1,02;0,8237;0,8856
21,4347;0,6141;1,02;0,8237;0,8856
21,4353;0,6141;1,02;0,8237;0,8856
21,4360;0,6141;1,02;0,8237;0,886
21,4367;0,6129;1,02;0,8237;0,886
21,4373;0,6165;1,02;0,8237;0,8864
21,4380;0,6165;1,02;0,8237;0,8872
21,4387;0,6141;1,02;0,8237;0,8877
21,4393;0,6129;1,02;0,8237;0,8881
21,4400;0,6106;1,02;0,8237;0,8889
21,4407;0,6106;1,017;0,8237;0,8893
21,4413;0,6106;1,02;0,8237;0,8897
21,4420;0,6106;1,02;0,8237;0,8933
21,4427;0,6129;1,02;0,8237;0,8937
21,4433;0,6129;1,017;0,8237;0,8929
21,4440;0,6118;1,017;0,8237;0,8929
21,4447;0,6118;1,017;0,8268;0,8929
21,4453;0,6141;1,017;0,8268;0,8933
21,4460;0,6165;1,017;0,8268;0,8933
21,4467;0,6165;1,017;0,8268;0,8929
21,4473;0,6165;1,017;0,8268;0,8925
21,4480;0,6165;1,017;0,8268;0,8929
21,4487;0,6189;1,017;0,8268;0,8925
21,4493;0,6189;1,014;0,8268;0,8929
21,4500;0,6212;1,017;0,8237;0,8929
21,4507;0,6165;1,017;0,8206;0,8929
21,4513;0,6153;1,017;0,8206;0,8929
21,4520;0,6165;1,017;0,8206;0,8937
21,4527;0,6165;1,017;0,8206;0,8949
21,4533;0,6165;1,017;0,8206;0,8945
21,4540;0,6165;1,017;0,8206;0,8945
21,4547;0,6153;1,02;0,8174;0,8957
21,4553;0,6153;1,02;0,8174;0,8973
21,4560;0,6165;1,02;0,8237;0,8977
21,4567;0,6165;1,023;0,8237;0,8973
21,4573;0,6165;1,023;0,8206;0,8973
21,4580;0,6165;1,026;0,8206;0,9001
21,4587;0,6141;1,026;0,8206;0,901
21,4593;0,6129;1,026;0,8237;0,9014
21,4600;0,6141;1,026;0,8237;0,9038
21,4607;0,6129;1,026;0,8206;0,903
21,4613;0,6129;1,023;0,8174;0,9006
21,4620;0,6106;1,02;0,8174;0,9001
21,4627;0,6106;1,014;0,8174;0,8997
21,4633;0,6106;1,014;0,8174;0,8985
21,4640;0,6094;1,014;0,8174;0,8981
21,4647;0,6082;1,014;0,8143;0,8981
21,4653;0,6082;1,014;0,8143;0,8981
21,4660;0,6082;1,011;0,8143;0,8977
21,4667;0,607;1,006;0,8143;0,8917
21,4673;0,607;1,006;0,8174;0,886
21,4680;0,607;1,003;0,8174;0,8848
21,4687;0,607;1,003;0,8174;0,8848
21,4693;0,607;1,003;0,8174;0,884
21,4700;0,6047;1,006;0,8143;0,8832
21,4707;0,6023;1,006;0,8112;0,886
21,4713;0,6023;1,006;0,8112;0,8868
21,4720;0,6023;1,006;0,8112;0,8868
21,4727;0,6023;1,006;0,808;0,8868
21,4733;0,6058;1,003;0,808;0,8864
21,4740;0,6058;1;0,808;0,8864
21,4747;0,6035;1;0,8112;0,8872
21,4753;0,6035;1;0,8112;0,8877
21,4760;0,6011;1;0,8112;0,8877
21,4767;0,6011;1;0,8112;0,8877
21,4773;0,6011;1;0,8143;0,8877
21,4780;0,6011;0,9974;0,8112;0,8868
21,4787;0,6011;0,9974;0,8143;0,8824
21,4793;0,6011;0,9974;0,8174;0,8816
21,4800;0,6011;0,9974;0,8174;0,8816
21,4807;0,6011;0,9974;0,8143;0,8808
21,4813;0,6011;1;0,8143;0,8808
21,4820;0,6011;1;0,8143;0,882
21,4827;0,6023;0,9946;0,8112;0,8772
21,4833;0,6023;0,9834;0,8112;0,8715
21,4840;0,6011;0,975;0,8112;0,8675
21,4847;0,6023;0,9722;0,8112;0,8643
21,4853;0,6058;0,9722;0,8112;0,8647
21,4860;0,607;0,9694;0,8112;0,8643
21,4867;0,6035;0,9694;0,8112;0,8643
21,4873;0,6023;0,9694;0,8112;0,8647
21,4880;0,6011;0,9722;0,8112;0,8651
21,4887;0,6011;0,9694;0,8112;0,8655
21,4893;0,6011;0,9694;0,8112;0,8647
21,4900;0,6023;0,9665;0,8112;0,8651
21,4907;0,6023;0,9665;0,8112;0,8647
21,4913;0,6023;0,9665;0,8112;0,8647
21,4920;0,6023;0,9665;0,8112;0,8647
21,4927;0,6011;0,9665;0,8112;0,8655
21,4933;0,6011;0,9665;0,8112;0,8671
21,4940;0,5999;0,9694;0,8143;0,8691
21,4947;0,5999;0,9694;0,8143;0,8711
21,4953;0,5999;0,9665;0,8143;0,8719
21,4960;0,5999;0,9637;0,8143;0,8719
21,4967;0,5999;0,9609;0,8143;0,8731
21,4973;0,5999;0,9609;0,8143;0,878
21,4980;0,594;0,9609;0,8143;0,8792
21,4987;0,5928;0,9609;0,8143;0,8792
21,4993;0,5928;0,9609;0,8143;0,8792
21,5000;0,5928;0,9609;0,8112;0,8784
21,5007;0,5928;0,9581;0,8112;0,8772
21,5013;0,5928;0,9609;0,8112;0,8768
21,5020;0,5916;0,9609;0,8112;0,8784
21,5027;0,5916;0,9609;0,8112;0,8808
21,5033;0,5916;0,9637;0,8112;0,8812
21,5040;0,594;0,9637;0,8112;0,8792
21,5047;0,5928;0,9637;0,8112;0,8784
21,5053;0,5928;0,9609;0,8112;0,8784
21,5060;0,5928;0,9637;0,8112;0,878
21,5067;0,5928;0,9637;0,8112;0,878
21,5073;0,5916;0,9637;0,8112;0,878
21,5080;0,5916;0,9637;0,808;0,878
21,5087;0,5905;0,9637;0,808;0,878
21,5093;0,5928;0,9637;0,808;0,8784
21,5100;0,5952;0,9637;0,808;0,8792
21,5107;0,5928;0,9637;0,808;0,8804
21,5113;0,5928;0,9637;0,808;0,8824
21,5120;0,5916;0,9637;0,808;0,8852
21,5127;0,5916;0,9637;0,808;0,8885
21,5133;0,5916;0,9637;0,808;0,8929
21,5140;0,5916;0,9637;0,808;0,8981
21,5147;0,5916;0,9637;0,8112;0,8993
21,5153;0,5905;0,9637;0,808;0,8981
21,5160;0,5916;0,9637;0,8112;0,8981
21,5167;0,5916;0,9637;0,8112;0,8981
21,5173;0,5916;0,9637;0,8143;0,8981
21,5180;0,5916;0,9637;0,8174;0,8985
21,5187;0,5916;0,9665;0,8174;0,8993
21,5193;0,5916;0,9637;0,8174;0,8997
21,5200;0,594;0,9637;0,8174;0,8997
21,5207;0,594;0,9637;0,8174;0,9001
21,5213;0,594;0,9665;0,8174;0,9001
21,5220;0,5916;0,9665;0,8174;0,9001
21,5227;0,5893;0,9665;0,8174;0,9001
21,5233;0,5893;0,9665;0,8206;0,9006
21,5240;0,5881;0,9665;0,8237;0,9006
21,5247;0,5857;0,9637;0,8237;0,9006
21,5253;0,5857;0,9637;0,8143;0,9014
21,5260;0,5845;0,9637;0,8112;0,9022
21,5267;0,5845;0,9637;0,8112;0,9018
21,5273;0,5845;0,9637;0,8049;0,9001
21,5280;0,5845;0,9637;0,8018;0,9006
21,5287;0,5834;0,9637;0,8018;0,8993
21,5293;0,5834;0,9637;0,8018;0,8997
21,5300;0,5822;0,9637;0,8018;0,8997
21,5307;0,581;0,9637;0,7955;0,8993
21,5313;0,581;0,9637;0,7955;0,8993
21,5320;0,581;0,9637;0,7955;0,8989
21,5327;0,581;0,9637;0,7955;0,8989
21,5333;0,5834;0,9637;0,7955;0,8993
21,5340;0,581;0,9637;0,7955;0,8993
21,5347;0,5727;0,9637;0,7924;0,8993
21,5353;0,5739;0,9637;0,7924;0,9001
21,5360;0,5739;0,9637;0,7924;0,9001
21,5367;0,5739;0,9637;0,7924;0,9001
21,5373;0,5739;0,9637;0,7924;0,9001
21,5380;0,5739;0,9637;0,7924;0,9001
21,5387;0,5739;0,9637;0,7924;0,8993
21,5393;0,5739;0,9637;0,7924;0,8989
21,5400;0,5739;0,9637;0,7924;0,8993
21,5407;0,5715;0,9637;0,7955;0,8993
21,5413;0,5703;0,9637;0,7986;0,8985
21,5420;0,5703;0,9637;0,7986;0,8985
21,5427;0,5703;0,9637;0,7986;0,8989
21,5433;0,5703;0,9637;0,7986;0,8989
21,5440;0,5703;0,9637;0,7986;0,8981
21,5447;0,5703;0,9637;0,7986;0,8981
21,5453;0,5703;0,9637;0,7986;0,8981
21,5460;0,5692;0,9637;0,7986;0,8981
21,5467;0,5692;0,9637;0,7986;0,8981
21,5473;0,568;0,9637;0,7986;0,8981
21,5480;0,568;0,9609;0,7986;0,8977
21,5487;0,5692;0,9609;0,7986;0,8969
21,5493;0,5692;0,9609;0,7986;0,8977
21,5500;0,5692;0,9609;0,7986;0,8989
21,5507;0,5692;0,9609;0,7986;0,8989
21,5513;0,5692;0,9581;0,7986;0,8985
21,5520;0,5692;0,9581;0,8018;0,8997
21,5527;0,5692;0,9581;0,8018;0,9006
21,5533;0,5692;0,9609;0,7986;0,8985
21,5540;0,5692;0,9581;0,7986;0,8973
21,5547;0,5692;0,9581;0,7986;0,8969
21,5553;0,5692;0,9525;0,7986;0,8917
21,5560;0,5715;0,9356;0,7986;0,8772
21,5567;0,5727;0,9047;0,7986;0,8538
21,5573;0,5727;0,8879;0,7986;0,8296
21,5580;0,5703;0,8766;0,7986;0,8159
21,5587;0,5703;0,871;0,7986;0,8119
21,5593;0,5715;0,871;0,7986;0,8119
21,5600;0,5715;0,857;0,7986;0,8058
21,5607;0,5715;0,8429;0,7986;0,7921
21,5613;0,5715;0,8232;0,7986;0,7832
21,5620;0,5715;0,8008;0,7986;0,7752
21,5627;0,5715;0,7783;0,7986;0,7579
21,5633;0,5715;0,7586;0,7986;0,7445
21,5640;0,5715;0,7446;0,7986;0,7373
21,5647;0,5703;0,7361;0,7955;0,7345
21,5653;0,5692;0,7305;0,7955;0,7337
21,5660;0,5692;0,7277;0,7955;0,7325
21,5667;0,5692;0,7277;0,7955;0,7321
21,5673;0,5692;0,7249;0,7955;0,7316
21,5680;0,5692;0,7221;0,7955;0,73
21,5687;0,5703;0,7193;0,7892;0,7284
21,5693;0,5739;0,7193;0,7736;0,7284
21,5700;0,5703;0,7165;0,7704;0,7292
21,5707;0,5632;0,7137;0,7704;0,7288
21,5713;0,5632;0,7137;0,7704;0,7288
21,5720;0,5609;0,7137;0,7673;0,7288
21,5727;0,5609;0,7137;0,7611;0,7308
21,5733;0,5609;0,7165;0,7579;0,7349
21,5740;0,5597;0,7165;0,7172;0,7369
21,5747;0,5609;0,7193;0,6921;0,7377
21,5753;0,5609;0,7193;0,689;0,7377
21,5760;0,5609;0,7193;0,689;0,7377
21,5767;0,5609;0,7193;0,689;0,7389
21,5773;0,5609;0,7193;0,689;0,7393
21,5780;0,5609;0,7193;0,6953;0,7393
21,5787;0,5609;0,7193;0,6984;0,7393
21,5793;0,5609;0,7193;0,6953;0,7389
21,5800;0,5609;0,7193;0,6859;0,7381
21,5807;0,5609;0,7193;0,6859;0,7381
21,5813;0,568;0,7193;0,6859;0,7365
21,5820;0,5751;0,7193;0,689;0,7345
21,5827;0,5739;0,7193;0,6953;0,7337
21,5833;0,5739;0,7193;0,6953;0,7325
21,5840;0,5751;0,7193;0,7015;0,73
21,5847;0,5763;0,7137;0,7109;0,7276
21,5853;0,5774;0,7137;0,7203;0,7264
21,5860;0,5774;0,7109;0,7235;0,726
21,5867;0,5786;0,7109;0,7235;0,726
21,5873;0,5774;0,7109;0,7266;0,726
21,5880;0,5774;0,708;0,7266;0,726
21,5887;0,5774;0,7109;0,7266;0,7256
21,5893;0,5774;0,708;0,7266;0,7248
21,5900;0,5774;0,708;0,7297;0,7252
21,5907;0,5774;0,708;0,7297;0,7248
21,5913;0,5774;0,708;0,7297;0,724
21,5920;0,5774;0,708;0,7297;0,7236
21,5927;0,5774;0,7052;0,7297;0,7232
21,5933;0,581;0,7052;0,7266;0,722
21,5940;0,581;0,7052;0,7297;0,7204
21,5947;0,5786;0,7052;0,7297;0,7196
21,5953;0,5786;0,7052;0,7297;0,7175
21,5960;0,5786;0,7052;0,7297;0,7163
21,5967;0,5786;0,7024;0,7297;0,7171
21,5973;0,5786;0,7052;0,7297;0,7175
21,5980;0,5786;0,7052;0,7297;0,7171
21,5987;0,5786;0,7052;0,7297;0,7159
21,5993;0,5786;0,7052;0,7297;0,7147
21,6000;0,5786;0,7052;0,7297;0,7147
21,6007;0,5786;0,7052;0,7266;0,7151
21,6013;0,5786;0,708;0,7266;0,7147
21,6020;0,5786;0,7052;0,7266;0,7147
21,6027;0,5798;0,708;0,7266;0,7147
21,6033;0,5798;0,7052;0,7266;0,7155
21,6040;0,5798;0,7052;0,7266;0,7171
21,6047;0,5786;0,708;0,7266;0,7175
21,6053;0,581;0,708;0,7266;0,7179
21,6060;0,581;0,7109;0,7266;0,7192
21,6067;0,5798;0,7109;0,7266;0,7196
21,6073;0,5798;0,7109;0,7266;0,72
21,6080;0,5798;0,7109;0,7266;0,7208
21,6087;0,5798;0,7137;0,7266;0,7216
21,6093;0,5798;0,7137;0,7266;0,7216
21,6100;0,5798;0,7137;0,7266;0,7204
21,6107;0,5798;0,7137;0,7266;0,7151
21,6113;0,5798;0,7137;0,7266;0,7131
21,6120;0,5798;0,7137;0,7266;0,7139
21,6127;0,5798;0,7137;0,7266;0,7147
21,6133;0,5786;0,7165;0,7235;0,7147
21,6140;0,5786;0,7193;0,7235;0,7151
21,6147;0,5798;0,7333;0,7235;0,7204
21,6153;0,5798;0,7474;0,7235;0,7288
21,6160;0,5798;0,7558;0,7141;0,7337
21,6167;0,5786;0,7586;0,7109;0,7349
21,6173;0,5798;0,7614;0,7109;0,7353
21,6180;0,5798;0,7586;0,7109;0,7349
21,6187;0,5774;0,7614;0,7109;0,7349
21,6193;0,5786;0,7614;0,7109;0,7353
21,6200;0,5786;0,7586;0,7109;0,7361
21,6207;0,5786;0,7586;0,7109;0,7361
21,6213;0,5798;0,7586;0,7109;0,7361
21,6220;0,5798;0,7586;0,7109;0,7365
21,6227;0,5798;0,7586;0,7109;0,7369
21,6233;0,5798;0,7586;0,7141;0,7369
21,6240;0,5798;0,7614;0,7203;0,7373
21,6247;0,5798;0,7642;0,7203;0,7401
