;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;0.9248;12.21;1.117;1.434
1;0.9248;12.54;1.117;1.441
2;0.9248;12.83;1.117;1.444
3;0.9293;13.08;1.117;1.447
4;0.9473;13.3;1.117;1.449
5;0.9697;13.49;1.119;1.45
6;0.9787;13.63;1.119;1.452
7;0.9832;13.73;1.121;1.461
8;0.9877;13.81;1.121;1.472
9;0.9877;13.86;1.121;1.482
10;1.001;13.88;1.121;1.497
11;1.019;13.9;1.121;1.51
12;1.033;13.9;1.121;1.517
13;1.042;13.9;1.121;1.527
14;1.042;13.9;1.123;1.539
15;1.042;13.91;1.123;1.548
16;1.042;13.92;1.123;1.558
17;1.042;13.95;1.123;1.572
18;1.042;13.97;1.126;1.584
19;1.042;14.0;1.126;1.59
20;1.042;14.03;1.126;1.594
21;1.042;14.06;1.126;1.598
22;1.042;14.1;1.126;1.6
23;1.042;14.14;1.126;1.6
24;1.042;14.18;1.126;1.599
25;1.042;14.22;1.126;1.598
26;1.046;14.27;1.128;1.598
27;1.046;14.32;1.128;1.598
28;1.051;14.37;1.128;1.598
29;1.055;14.41;1.128;1.598
30;1.059;14.45;1.128;1.599
31;1.059;14.49;1.128;1.6
32;1.068;14.53;1.128;1.6
33;1.082;14.57;1.13;1.6
34;1.082;14.6;1.132;1.6
35;1.082;14.62;1.132;1.602
36;1.082;14.65;1.132;1.604
37;1.082;14.66;1.135;1.604
38;1.082;14.67;1.141;1.606
39;1.082;14.68;1.144;1.608
40;1.082;14.69;1.148;1.614
41;1.082;14.69;1.16;1.625
42;1.082;14.69;1.173;1.636
43;1.082;14.7;1.185;1.642
44;1.082;14.7;1.203;1.649
45;1.082;14.7;1.214;1.659
46;1.082;14.7;1.219;1.668
47;1.082;14.7;1.228;1.679
48;1.086;14.71;1.243;1.691
49;1.082;14.71;1.262;1.701
50;1.082;14.71;1.282;1.709
51;1.082;14.72;1.309;1.718
52;1.086;14.74;1.329;1.728
53;1.082;14.75;1.341;1.74
54;1.082;14.79;1.348;1.75
55;1.082;14.82;1.348;1.756
56;1.082;14.86;1.35;1.763
57;1.082;14.89;1.359;1.771
58;1.082;14.93;1.395;1.782
59;1.082;14.95;1.429;1.796
60;1.082;14.98;1.438;1.811
61;1.082;14.99;1.44;1.821
62;1.086;15.0;1.44;1.829
63;1.086;15.02;1.45;1.837
64;1.086;15.04;1.477;1.844
65;1.086;15.07;1.497;1.849
66;1.086;15.11;1.497;1.854
67;1.086;15.14;1.502;1.859
68;1.086;15.17;1.504;1.865
69;1.086;15.19;1.508;1.872
70;1.086;15.21;1.529;1.88
71;1.086;15.21;1.56;1.889
72;1.082;15.21;1.576;1.897
73;1.082;15.22;1.579;1.904
74;1.082;15.22;1.626;1.907
75;1.082;15.22;1.669;1.908
76;1.082;15.24;1.678;1.909
77;1.082;15.25;1.678;1.91
78;1.082;15.26;1.685;1.91
79;1.082;15.26;1.699;1.911
80;1.082;15.26;1.701;1.911
81;1.086;15.26;1.701;1.912
82;1.091;15.26;1.699;1.914
83;1.091;15.27;1.705;1.915
84;1.095;15.27;1.73;1.914
85;1.095;15.27;1.746;1.913
86;1.095;15.26;1.76;1.912
87;1.095;15.26;1.771;1.912
88;1.095;15.27;1.773;1.913
89;1.095;15.28;1.792;1.913
90;1.1;15.28;1.814;1.913
91;1.1;15.28;1.846;1.913
92;1.104;15.32;1.88;1.913
93;1.1;15.36;1.905;1.913
94;1.1;15.39;1.934;1.913
95;1.1;15.4;1.966;1.913
96;1.1;15.4;1.968;1.914
97;1.104;15.4;1.968;1.916
98;1.109;15.41;1.968;1.919
99;1.118;15.42;1.97;1.923
100;1.127;15.45;1.97;1.928
101;1.136;15.51;1.97;1.933
102;1.14;15.59;1.97;1.939
103;1.145;15.7;1.977;1.947
104;1.145;15.85;1.995;1.958
105;1.149;16.01;2.029;1.972
106;1.158;16.18;2.07;1.985
107;1.163;16.33;2.09;1.995
108;1.163;16.47;2.093;2.004
109;1.167;16.6;2.093;2.011
110;1.167;16.71;2.106;2.016
111;1.172;16.81;2.134;2.02
112;1.181;16.88;2.158;2.023
113;1.181;16.93;2.199;2.026
114;1.181;16.98;2.274;2.03
115;1.185;17.0;2.342;2.04
116;1.194;17.01;2.385;2.046
117;1.194;17.01;2.41;2.048
118;1.199;17.01;2.421;2.051
119;1.199;17.02;2.43;2.056
120;1.199;17.04;2.451;2.058
121;1.203;17.1;2.485;2.06
122;1.212;17.2;2.5;2.062
123;1.217;17.3;2.503;2.064
124;1.23;17.37;2.509;2.063
125;1.257;17.42;2.512;2.063
126;1.275;17.44;2.516;2.063
127;1.311;17.44;2.541;2.064
128;1.387;17.44;2.548;2.064
129;1.446;17.44;2.548;2.065
130;1.468;17.44;2.557;2.068
131;1.477;17.46;2.573;2.072
132;1.486;17.48;2.591;2.075
133;1.486;17.51;2.6;2.076
134;1.495;17.55;2.602;2.077
135;1.504;17.59;2.602;2.077
136;1.508;17.62;2.602;2.077
137;1.526;17.64;2.602;2.08
138;1.553;17.66;2.602;2.08
139;1.585;17.66;2.623;2.081
140;1.589;17.66;2.709;2.086
141;1.594;17.66;2.861;2.09
142;1.598;17.66;3.049;2.092
143;1.598;17.66;3.227;2.093
144;1.612;17.67;3.323;2.093
145;1.612;17.69;3.343;2.093
146;1.612;17.7;3.357;2.093
147;1.616;17.74;3.395;2.093
148;1.634;17.78;3.427;2.093
149;1.652;17.83;3.429;2.093
150;1.666;17.85;3.49;2.093
151;1.684;17.87;3.61;2.091
152;1.71;17.88;3.737;2.091
153;1.733;17.89;3.825;2.091
154;1.742;17.89;3.855;2.092
155;1.746;17.91;3.857;2.093
156;1.751;17.93;3.857;2.095
157;1.751;17.94;3.857;2.097
158;1.751;17.94;3.859;2.1
159;1.751;17.96;3.859;2.105
160;1.751;17.96;3.862;2.113
161;1.751;17.97;3.862;2.121
162;1.751;17.97;3.862;2.127
163;1.751;17.98;3.864;2.13
164;1.755;17.98;3.875;2.131
165;1.755;17.98;3.891;2.131
166;1.755;17.98;3.907;2.131
167;1.755;17.98;3.918;2.131
168;1.755;17.98;3.92;2.13
169;1.755;17.98;3.92;2.131
170;1.755;17.99;3.927;2.132
171;1.755;18.01;3.927;2.134
172;1.755;18.01;3.93;2.138
173;1.755;18.01;3.93;2.143
174;1.755;18.03;3.932;2.15
175;1.755;18.04;3.932;2.156
