;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;12.53;5.131;1.783;0.85
1;13.64;5.129;1.822;0.8505
2;14.23;5.123;1.872;0.8505
3;14.35;5.112;1.9;0.85
4;14.35;5.092;1.914;0.8505
5;14.36;5.074;1.914;0.8515
6;14.54;5.055;1.929;0.8526
7;15.07;5.032;2.01;0.8552
8;15.76;5.018;2.112;0.8594
9;16.35;5.016;2.149;0.8652
10;16.78;5.016;2.149;0.8683
11;17.0;5.014;2.158;0.8683
12;17.05;5.006;2.161;0.8668
13;17.05;4.993;2.161;0.8631
14;17.22;4.963;2.161;0.8578
15;18.07;4.926;2.161;0.8552
16;19.15;4.889;2.161;0.8552
17;19.8;4.852;2.161;0.8552
18;20.3;4.821;2.166;0.8557
19;20.79;4.801;2.196;0.8552
20;21.08;4.79;2.21;0.8563
21;21.22;4.784;2.21;0.8573
22;21.35;4.782;2.215;0.8573
23;21.47;4.78;2.217;0.8573
24;21.51;4.784;2.219;0.8568
25;21.53;4.797;2.219;0.8584
26;21.53;4.823;2.221;0.8636
27;21.57;4.86;2.228;0.8678
28;21.66;4.909;2.231;0.8694
29;21.82;4.971;2.234;0.871
30;22.07;5.049;2.242;0.8731
31;22.28;5.131;2.242;0.8746
32;22.37;5.19;2.243;0.8757
33;22.41;5.219;2.268;0.8752
34;22.45;5.233;2.283;0.871
35;22.45;5.234;2.282;0.8641
36;22.46;5.234;2.304;0.8594
37;22.46;5.233;2.383;0.8568
38;22.5;5.229;2.524;0.8531
39;22.58;5.231;2.594;0.85
40;22.64;5.234;2.595;0.8494
41;22.68;5.229;2.653;0.8494
42;22.7;5.213;2.672;0.8479
43;22.7;5.201;2.674;0.8463
44;22.7;5.201;2.675;0.8468
45;22.7;5.201;2.695;0.8468
46;22.72;5.199;2.698;0.8479
47;22.97;5.193;2.7;0.8484
48;23.55;5.186;2.7;0.8479
49;23.93;5.178;2.701;0.8468
50;24.07;5.172;2.701;0.8468
51;24.14;5.174;2.702;0.8468
52;24.16;5.201;2.702;0.8468
53;24.16;5.242;2.709;0.8484
54;24.24;5.277;2.73;0.8494
55;24.45;5.324;2.737;0.8521
56;24.62;5.41;2.742;0.8557
57;24.77;5.515;2.782;0.8589
58;25.45;5.611;2.826;0.8584
59;26.89;5.707;2.827;0.8563
60;27.98;5.779;2.834;0.8626
61;28.45;5.81;2.843;0.8657
62;28.56;5.822;2.881;0.8615
63;28.57;5.826;2.973;0.8578
64;28.71;5.824;3.049;0.8594
65;28.98;5.822;3.066;0.8594
66;29.65;5.826;3.074;0.8578
67;30.74;5.831;3.135;0.8584
68;31.43;5.833;3.153;0.8631
69;31.55;5.837;3.169;0.8673
70;31.55;5.841;3.257;0.8683
71;31.66;5.847;3.365;0.8699
72;31.94;5.851;3.384;0.8731
73;32.33;5.861;3.431;0.8736
74;32.54;5.874;3.53;0.8731
75;32.58;5.882;3.543;0.8725
76;32.59;5.88;3.543;0.8694
77;32.6;5.88;3.543;0.8647
78;32.6;5.886;3.543;0.8626
79;32.61;5.908;3.546;0.8589
80;32.63;5.929;3.565;0.8563
81;32.64;5.954;3.565;0.8563
82;32.65;5.991;3.575;0.8563
83;32.66;6.04;3.59;0.8557
84;32.67;6.075;3.696;0.8557
85;32.7;6.073;3.728;0.8563
86;32.71;6.054;3.729;0.8563
87;32.72;6.036;3.737;0.8568
88;32.77;6.027;3.741;0.8578
89;32.81;6.021;3.751;0.8584
90;32.81;6.027;3.756;0.8584
91;32.84;6.038;3.772;0.8647
92;32.86;6.052;3.811;0.8731
93;32.87;6.062;3.814;0.8773
94;32.88;6.068;3.837;0.8804
95;32.88;6.068;3.883;0.883
96;32.88;6.058;3.887;0.8872
97;32.9;6.05;3.894;0.8961
98;32.91;6.052;3.895;0.9066
99;32.91;6.042;3.897;0.9166
100;32.93;6.032;3.899;0.9266
101;32.95;6.032;3.91;0.9329
102;32.95;6.036;3.912;0.9365
