;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;2.569;1.793;12.05;1.675
1;2.571;1.792;12.13;1.675
2;2.574;1.793;12.18;1.676
3;2.574;1.797;12.24;1.677
4;2.575;1.797;12.32;1.674
5;2.578;1.797;12.36;1.674
6;2.579;1.795;12.37;1.674
7;2.579;1.795;12.37;1.676
8;2.581;1.792;12.39;1.68
9;2.582;1.79;12.57;1.68
10;2.584;1.792;13.23;1.677
11;2.604;1.792;14.23;1.678
12;2.608;1.789;14.86;1.675
13;2.606;1.785;15.01;1.673
14;2.606;1.783;15.01;1.671
15;2.604;1.781;15.02;1.671
16;2.604;1.78;15.08;1.671
17;2.609;1.78;15.21;1.673
18;2.606;1.781;15.41;1.673
19;2.602;1.782;15.62;1.673
20;2.602;1.783;15.8;1.674
21;2.61;1.783;15.95;1.675
22;2.66;1.78;16.05;1.678
23;2.728;1.775;16.07;1.68
24;2.757;1.767;16.07;1.678
25;2.757;1.763;16.11;1.675
26;2.759;1.759;16.19;1.673
27;2.763;1.747;16.19;1.672
28;2.763;1.735;16.01;1.672
29;2.771;1.73;15.78;1.671
30;2.776;1.728;15.68;1.671
31;2.779;1.727;15.79;1.672
32;2.843;1.727;15.89;1.672
33;2.944;1.726;15.9;1.674
34;2.979;1.725;15.9;1.674
35;2.977;1.725;15.91;1.674
36;2.988;1.724;15.92;1.674
37;2.99;1.725;15.92;1.674
38;2.992;1.724;15.92;1.674
39;2.992;1.725;15.92;1.675
40;2.992;1.729;15.93;1.674
41;2.995;1.732;15.94;1.675
42;3.002;1.731;16.01;1.677
43;3.002;1.731;16.17;1.677
44;3.004;1.73;16.29;1.679
45;3.003;1.731;16.31;1.677
46;3.005;1.733;16.31;1.677
47;3.009;1.733;16.31;1.677
48;3.027;1.733;16.32;1.677
49;3.053;1.733;16.36;1.673
50;3.059;1.732;16.43;1.67
51;3.068;1.732;16.51;1.666
52;3.094;1.731;16.69;1.661
53;3.105;1.73;17.11;1.658
54;3.104;1.73;17.67;1.656
55;3.104;1.731;18.0;1.656
56;3.107;1.731;18.08;1.657
57;3.106;1.731;18.09;1.66
58;3.106;1.732;18.09;1.661
59;3.106;1.734;18.09;1.665
60;3.108;1.731;18.1;1.674
61;3.117;1.731;18.11;1.675
62;3.13;1.731;18.26;1.672
63;3.138;1.731;18.62;1.672
64;3.141;1.73;18.94;1.671
65;3.142;1.726;19.14;1.672
66;3.144;1.723;19.26;1.673
67;3.144;1.723;19.33;1.675
68;3.145;1.723;19.36;1.674
69;3.147;1.723;19.36;1.672
70;3.169;1.722;19.37;1.672
71;3.187;1.722;19.48;1.668
72;3.186;1.722;19.81;1.662
73;3.189;1.722;20.13;1.66
74;3.194;1.722;20.26;1.658
75;3.197;1.722;20.28;1.655
76;3.198;1.725;20.28;1.654
77;3.197;1.735;20.29;1.654
78;3.198;1.736;20.3;1.655
79;3.198;1.736;20.3;1.653
80;3.204;1.742;20.43;1.657
81;3.205;1.756;20.89;1.655
82;3.209;1.764;21.56;1.652
83;3.213;1.766;22.05;1.654
84;3.214;1.767;22.3;1.656
85;3.221;1.767;22.38;1.657
86;3.229;1.767;22.38;1.657
87;3.231;1.767;22.38;1.657
