;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.323;0.8988;12.05;1.491
1;1.329;0.8999;12.2;1.491
2;1.325;0.9011;12.25;1.491
3;1.326;0.9015;12.25;1.49
4;1.328;0.9011;12.28;1.488
5;1.324;0.9018;12.33;1.488
6;1.326;0.9015;12.33;1.484
7;1.337;0.9033;12.34;1.475
8;1.352;0.8943;12.39;1.475
9;1.352;0.8935;12.42;1.475
10;1.352;0.8935;12.42;1.477
11;1.354;0.8935;12.43;1.469
12;1.354;0.8939;12.47;1.467
13;1.356;0.8935;12.58;1.467
14;1.36;0.8939;12.77;1.463
15;1.361;0.8935;12.96;1.461
16;1.361;0.8939;13.05;1.46
17;1.361;0.8935;13.06;1.459
18;1.363;0.892;13.06;1.457
19;1.369;0.8924;13.07;1.459
20;1.374;0.8935;13.1;1.477
21;1.375;0.8897;13.11;1.508
22;1.374;0.8845;13.11;1.534
23;1.374;0.8837;13.11;1.554
24;1.375;0.8845;13.12;1.574
25;1.376;0.8856;13.12;1.589
26;1.378;0.8833;13.12;1.595
27;1.377;0.8829;13.12;1.601
28;1.384;0.8807;13.13;1.609
29;1.394;0.8777;13.13;1.61
30;1.398;0.8769;13.13;1.617
31;1.402;0.8769;13.13;1.661
32;1.405;0.8777;13.13;1.758
33;1.406;0.8777;13.15;1.856
34;1.406;0.8773;13.15;1.903
35;1.405;0.8777;13.17;1.914
36;1.405;0.878;13.23;1.917
37;1.409;0.8803;13.34;1.919
38;1.413;0.8784;13.42;1.918
39;1.414;0.8784;13.44;1.917
40;1.409;0.8807;13.44;1.918
41;1.403;0.8818;13.44;1.924
42;1.407;0.8829;13.44;1.926
43;1.425;0.8848;13.44;1.926
44;1.444;0.8803;13.44;1.925
45;1.448;0.8811;13.45;1.926
46;1.45;0.8799;13.48;1.924
47;1.452;0.8792;13.55;1.91
48;1.453;0.8795;13.62;1.909
49;1.453;0.8788;13.67;1.91
50;1.454;0.8784;13.73;1.911
51;1.455;0.8784;13.77;1.912
52;1.456;0.8784;13.78;1.913
53;1.455;0.8792;13.79;1.914
54;1.453;0.8784;13.79;1.914
55;1.459;0.8773;13.83;1.914
56;1.477;0.8765;13.93;1.914
57;1.491;0.8769;14.01;1.913
58;1.493;0.8807;14.1;1.912
59;1.493;0.8841;14.3;1.914
60;1.493;0.8829;14.68;1.915
61;1.494;0.8833;15.07;1.915
62;1.496;0.8814;15.37;1.915
63;1.498;0.8829;15.69;1.92
64;1.499;0.8833;15.91;1.926
65;1.501;0.8811;15.92;1.925
66;1.505;0.8803;15.97;1.924
67;1.509;0.8829;16.06;1.924
68;1.51;0.8826;16.21;1.924
69;1.513;0.8829;16.45;1.924
70;1.52;0.8837;16.65;1.924
71;1.521;0.8867;16.81;1.922
72;1.521;0.889;16.98;1.922
73;1.521;0.8901;17.08;1.922
74;1.521;0.8905;17.1;1.922
75;1.524;0.8913;17.1;1.925
76;1.526;0.8905;17.1;1.934
77;1.526;0.8916;17.15;1.946
78;1.528;0.892;17.24;1.964
79;1.53;0.8924;17.35;1.982
80;1.542;0.8875;17.51;1.991
81;1.564;0.8882;17.73;1.998
82;1.586;0.8901;17.97;2.009
83;1.605;0.8905;18.21;2.011
84;1.616;0.8916;18.43;2.014
85;1.618;0.8928;18.61;2.022
86;1.618;0.8928;18.73;2.051
87;1.619;0.8931;18.75;2.138
88;1.62;0.8928;18.78;2.228
89;1.621;0.8928;18.87;2.272
90;1.621;0.8924;18.98;2.3
91;1.621;0.8931;19.11;2.323
92;1.621;0.8969;19.22;2.336
93;1.622;0.8996;19.24;2.342
94;1.62;0.9011;19.24;2.345
95;1.621;0.9026;19.24;2.344
96;1.625;0.9026;19.25;2.344
97;1.625;0.9026;19.25;2.344
98;1.625;0.8992;19.27;2.343
99;1.625;0.8988;19.46;2.343
100;1.625;0.9033;19.88;2.341
101;1.629;0.9075;20.29;2.337
102;1.639;0.9101;20.58;2.335
103;1.647;0.9113;20.78;2.335
104;1.655;0.912;20.83;2.335
105;1.661;0.9151;20.83;2.335
106;1.661;0.9158;20.84;2.336
107;1.665;0.9158;20.84;2.336
108;1.667;0.9158;20.85;2.337
109;1.667;0.9158;20.9;2.337
110;1.668;0.9177;21.02;2.336
111;1.667;0.9185;21.14;2.337
112;1.664;0.9166;21.19;2.336
113;1.665;0.9162;21.2;2.336
114;1.671;0.92;21.2;2.338
115;1.673;0.9192;21.2;2.342
116;1.674;0.9094;21.2;2.346
117;1.676;0.9071;21.21;2.354
118;1.676;0.9083;21.28;2.366
119;1.676;0.9109;21.38;2.374
120;1.676;0.912;21.42;2.378
121;1.68;0.912;21.42;2.38
122;1.696;0.912;21.43;2.38
123;1.703;0.9117;21.53;2.379
124;1.705;0.9117;21.69;2.379
125;1.708;0.9105;21.77;2.378
126;1.708;0.909;21.78;2.376
127;1.714;0.9109;21.78;2.376
128;1.723;0.9113;21.8;2.376
129;1.729;0.9113;21.89;2.376
130;1.731;0.9113;22.01;2.376
131;1.729;0.9117;22.08;2.376
132;1.729;0.9139;22.08;2.376
133;1.729;0.9203;22.1;2.376
134;1.729;0.9166;22.21;2.376
135;1.729;0.9177;22.4;2.375
136;1.729;0.9177;22.47;2.377
137;1.732;0.9173;22.49;2.377
138;1.734;0.9169;22.86;2.379
139;1.734;0.9173;23.51;2.38
140;1.734;0.9177;24.02;2.379
141;1.734;0.9177;24.27;2.38
142;1.737;0.9177;24.36;2.38
143;1.74;0.9177;24.39;2.379
144;1.739;0.9181;24.41;2.38
145;1.74;0.9177;24.42;2.382
146;1.741;0.9181;24.43;2.381
147;1.741;0.9181;24.43;2.381
148;1.739;0.9169;24.43;2.381
149;1.744;0.9143;24.42;2.381
150;1.752;0.9181;24.42;2.381
151;1.755;0.9241;24.46;2.383
152;1.757;0.9219;24.56;2.389
153;1.761;0.9222;24.68;2.4
154;1.771;0.9237;24.77;2.412
155;1.78;0.9264;24.87;2.423
156;1.776;0.9256;25.06;2.433
157;1.774;0.9249;25.37;2.441
158;1.773;0.9245;25.65;2.447
159;1.778;0.9249;25.82;2.449
160;1.784;0.9234;25.94;2.449
161;1.79;0.923;26.0;2.448
162;1.794;0.9234;26.0;2.448
163;1.796;0.9234;26.0;2.45
164;1.796;0.9234;26.01;2.449
165;1.798;0.923;26.01;2.449
166;1.8;0.926;26.01;2.449
167;1.8;0.9271;26.02;2.448
168;1.8;0.9271;26.02;2.448
169;1.803;0.9317;26.19;2.448
170;1.803;0.9283;26.79;2.449
171;1.819;0.9294;27.45;2.45
172;1.874;0.9302;27.78;2.451
173;1.929;0.9321;27.88;2.451
174;1.97;0.9336;27.91;2.452
175;1.998;0.9339;27.91;2.456
176;2.009;0.9317;27.91;2.456
177;2.009;0.9328;27.95;2.456
178;2.009;0.9339;28.02;2.456
179;2.009;0.9339;28.02;2.457
180;2.012;0.9339;28.05;2.457
181;2.015;0.9336;28.09;2.456
182;2.014;0.9336;28.12;2.455
183;2.018;0.9336;28.16;2.455
184;2.019;0.9336;28.19;2.454
185;2.023;0.9332;28.19;2.454
186;2.045;0.9407;28.2;2.454
187;2.072;0.9502;28.2;2.454
188;2.089;0.946;28.27;2.454
189;2.095;0.9449;28.51;2.454
190;2.099;0.9449;28.87;2.455
191;2.104;0.9445;29.22;2.456
192;2.105;0.9449;29.44;2.455
193;2.105;0.9449;29.49;2.455
194;2.105;0.9449;29.52;2.455
195;2.105;0.9457;29.88;2.455
196;2.104;0.96;30.57;2.454
197;2.103;0.9687;31.08;2.453
198;2.103;0.9683;31.26;2.452
199;2.106;0.9695;31.26;2.452
200;2.121;0.9729;31.29;2.452
201;2.155;0.9759;31.33;2.452
202;2.183;0.977;31.34;2.447
203;2.189;0.977;31.35;2.441
204;2.189;0.9766;31.35;2.438
205;2.191;0.9834;31.36;2.435
206;2.21;0.9812;31.37;2.431
207;2.243;0.9812;31.42;2.427
208;2.258;0.9789;31.62;2.426
209;2.266;0.9797;31.81;2.427
210;2.278;0.9789;31.85;2.427
211;2.285;0.9793;31.86;2.427
212;2.285;0.9789;31.91;2.427
213;2.288;0.9781;31.93;2.424
214;2.288;0.977;31.93;2.417
215;2.294;0.9755;31.95;2.412
216;2.308;0.9755;32.02;2.41
217;2.314;0.9759;32.07;2.409
218;2.315;0.9774;32.07;2.404
219;2.316;0.9781;32.08;2.4
220;2.314;0.9774;32.08;2.399
221;2.313;0.9774;32.09;2.399
222;2.312;0.9804;32.09;2.399
223;2.313;0.9986;32.1;2.404
224;2.315;1.004;32.27;2.408
225;2.316;1.003;32.77;2.409
226;2.316;1.003;33.37;2.409
227;2.316;1.003;33.87;2.409
228;2.316;1.003;34.09;2.409
229;2.318;1.003;34.11;2.408
230;2.32;1.005;34.11;2.405
231;2.32;1.006;34.16;2.404
232;2.326;1.013;34.39;2.402
233;2.341;1.027;35.0;2.402
234;2.369;1.038;35.65;2.406
235;2.458;1.05;36.07;2.407
236;2.57;1.059;36.36;2.409
237;2.616;1.061;36.55;2.412
238;2.631;1.062;36.6;2.412
239;2.638;1.061;36.61;2.412
240;2.636;1.064;36.62;2.412
241;2.651;1.08;36.7;2.413
242;2.682;1.082;36.84;2.412
243;2.704;1.082;36.97;2.419
244;2.718;1.082;37.05;2.449
245;2.733;1.082;37.05;2.476
246;2.741;1.082;37.06;2.501
247;2.743;1.083;37.04;2.526
248;2.751;1.083;37.03;2.536
249;2.753;1.083;36.98;2.539
250;2.758;1.084;36.95;2.542
251;2.767;1.084;36.95;2.542
252;2.767;1.084;37.03;2.543
253;2.769;1.084;37.14;2.544
254;2.766;1.084;37.16;2.556
255;2.769;1.084;37.19;2.615
256;2.771;1.086;37.28;2.684
257;2.77;1.09;37.42;2.717
258;2.78;1.09;37.84;2.734
259;2.792;1.089;38.59;2.743
260;2.815;1.088;39.29;2.747
261;2.821;1.087;39.63;2.752
262;2.821;1.087;39.65;2.755
263;2.822;1.087;39.67;2.758
264;2.823;1.088;39.72;2.762
265;2.824;1.09;39.81;2.763
266;2.822;1.091;39.98;2.763
267;2.824;1.09;40.09;2.763
268;2.831;1.091;40.16;2.763
269;2.831;1.092;40.25;2.785
270;2.834;1.093;40.34;2.831
271;2.834;1.093;40.42;2.874
272;2.834;1.093;40.7;2.915
273;2.835;1.092;41.19;2.943
274;2.839;1.094;41.5;2.952
275;2.842;1.096;41.6;2.954
276;2.842;1.096;41.61;2.953
277;2.839;1.096;41.62;2.955
278;2.846;1.096;41.7;2.956
279;2.907;1.124;41.96;2.958
280;3.015;1.147;42.54;2.973
281;3.129;1.155;43.07;3.002
282;3.203;1.159;43.42;3.027
283;3.21;1.16;43.8;3.047
284;3.223;1.16;43.98;3.055
285;3.293;1.163;44.01;3.055
286;3.423;1.17;44.5;3.057
287;3.573;1.175;45.15;3.06
288;3.684;1.18;45.62;3.067
289;3.744;1.18;45.82;3.077
290;3.771;1.181;45.86;3.083
291;3.785;1.181;45.86;3.088
292;3.792;1.182;45.86;3.09
293;3.795;1.182;45.86;3.09
294;3.796;1.183;45.86;3.089
295;3.798;1.187;45.87;3.088
296;3.797;1.185;45.89;3.088
297;3.799;1.184;45.89;3.1
298;3.802;1.184;46.09;3.137
299;3.803;1.187;46.68;3.173
300;3.807;1.195;47.42;3.188
301;3.815;1.2;48.35;3.192
302;3.822;1.204;49.01;3.192
303;3.828;1.206;49.11;3.198
304;3.834;1.206;49.11;3.21
305;3.834;1.206;49.11;3.221
306;3.837;1.208;49.2;3.234
307;3.84;1.223;49.56;3.25
308;3.843;1.241;49.97;3.256
309;3.853;1.246;50.39;3.256
310;3.866;1.246;50.83;3.26
311;3.872;1.248;51.1;3.26
312;3.873;1.248;51.25;3.261
313;3.877;1.246;51.35;3.262
314;3.888;1.243;51.36;3.275
315;3.899;1.245;51.37;3.3
316;3.914;1.246;51.44;3.312
317;3.935;1.25;51.53;3.315
318;3.95;1.255;51.61;3.315
319;3.959;1.256;51.64;3.315
320;3.968;1.254;51.65;3.315
321;3.973;1.252;51.83;3.315
322;3.974;1.251;52.15;3.315
323;3.975;1.251;52.33;3.315
324;3.981;1.25;52.35;3.315
325;3.986;1.25;52.36;3.314
326;3.987;1.251;52.37;3.313
327;3.987;1.253;52.42;3.312
328;3.986;1.254;52.57;3.31
329;3.986;1.254;52.69;3.308
330;3.996;1.258;52.72;3.307
331;4.019;1.263;53.1;3.308
332;4.054;1.262;53.34;3.308
333;4.091;1.261;53.38;3.308
334;4.114;1.262;53.39;3.313
335;4.12;1.261;53.39;3.317
336;4.12;1.261;53.4;3.314
337;4.12;1.261;53.42;3.315
338;4.122;1.262;53.46;3.317
339;4.126;1.263;53.49;3.317
340;4.126;1.265;53.51;3.317
341;4.126;1.27;53.58;3.318
