;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.288;0.9921;12.05;2.32
1;1.288;0.9914;12.33;2.321
2;1.289;0.9914;12.57;2.321
3;1.287;0.9925;12.73;2.321
4;1.288;0.9925;12.87;2.321
5;1.288;0.9929;13.01;2.32
6;1.29;0.9944;13.11;2.32
7;1.294;0.994;13.16;2.319
8;1.294;0.9925;13.18;2.32
9;1.295;0.991;13.2;2.32
10;1.297;0.9925;13.2;2.321
11;1.298;0.9899;13.2;2.321
12;1.298;0.9899;13.2;2.321
13;1.298;0.9899;13.2;2.321
14;1.298;0.9899;13.2;2.322
15;1.298;0.9914;13.2;2.322
16;1.298;0.9914;13.2;2.321
17;1.301;0.9914;13.21;2.322
18;1.31;0.9933;13.22;2.322
19;1.322;0.9967;13.22;2.322
20;1.332;0.9974;13.23;2.321
21;1.333;0.9974;13.24;2.321
22;1.334;0.997;13.25;2.321
23;1.334;0.9974;13.25;2.32
24;1.34;0.9978;13.25;2.317
25;1.344;0.9997;13.26;2.315
26;1.343;0.9997;13.27;2.313
27;1.343;1.002;13.3;2.312
28;1.343;1.002;13.34;2.313
29;1.343;0.9982;13.34;2.313
30;1.343;0.9986;13.36;2.312
31;1.345;0.9989;13.38;2.312
32;1.346;1.0;13.38;2.311
33;1.346;1.001;13.38;2.309
34;1.346;1.001;13.38;2.311
35;1.346;1.003;13.39;2.312
36;1.347;1.006;13.4;2.312
37;1.351;1.006;13.42;2.312
38;1.356;1.006;13.48;2.31
39;1.367;1.006;13.56;2.307
40;1.382;1.007;13.68;2.306
41;1.388;1.008;13.85;2.306
42;1.39;1.01;14.02;2.306
43;1.391;1.01;14.13;2.305
44;1.392;1.01;14.23;2.303
45;1.396;1.015;14.28;2.299
46;1.397;1.023;14.28;2.298
47;1.397;1.02;14.28;2.297
48;1.399;1.02;14.31;2.297
49;1.4;1.02;14.37;2.298
50;1.401;1.02;14.46;2.295
51;1.406;1.02;14.48;2.293
52;1.417;1.02;14.48;2.293
53;1.424;1.02;14.49;2.294
54;1.425;1.02;14.53;2.293
55;1.427;1.02;14.56;2.294
56;1.428;1.02;14.57;2.293
57;1.429;1.018;14.59;2.291
58;1.434;1.016;14.59;2.292
59;1.43;1.016;14.59;2.293
60;1.434;1.016;14.59;2.291
61;1.438;1.016;14.6;2.289
62;1.442;1.017;14.63;2.289
63;1.441;1.014;14.65;2.285
64;1.441;1.02;14.67;2.278
65;1.441;1.021;14.67;2.271
66;1.441;1.019;14.67;2.266
67;1.44;1.01;14.67;2.264
68;1.44;1.003;14.67;2.264
69;1.443;0.9982;14.69;2.263
70;1.452;0.9955;14.7;2.263
71;1.467;0.9933;14.7;2.262
72;1.472;0.9902;14.71;2.26
73;1.471;0.9884;14.74;2.259
74;1.475;0.9868;14.81;2.258
75;1.475;0.9819;14.93;2.257
76;1.476;0.9763;15.08;2.252
77;1.48;0.9729;15.11;2.247
78;1.484;0.9725;15.12;2.244
79;1.485;0.9725;15.15;2.242
80;1.489;0.9713;15.19;2.242
81;1.509;0.977;15.24;2.242
82;1.525;0.9895;15.25;2.241
83;1.531;0.9804;15.25;2.238
84;1.533;0.9785;15.26;2.238
85;1.533;0.9778;15.26;2.24
86;1.536;0.9763;15.26;2.237
87;1.538;0.9755;15.27;2.234
88;1.538;0.9751;15.3;2.235
89;1.538;0.9747;15.32;2.236
90;1.538;0.9747;15.33;2.234
91;1.536;0.9751;15.33;2.234
92;1.546;0.9751;15.33;2.235
93;1.559;0.9755;15.35;2.237
94;1.558;0.9774;15.39;2.237
95;1.563;0.9789;15.43;2.238
96;1.565;0.9785;15.48;2.242
97;1.567;0.98;15.48;2.243
98;1.574;0.9804;15.48;2.243
99;1.582;0.9808;15.49;2.243
100;1.59;0.9891;15.51;2.243
101;1.595;0.9861;15.53;2.243
102;1.596;0.985;15.53;2.243
103;1.596;0.9853;15.54;2.243
104;1.596;0.9857;15.55;2.239
105;1.598;0.9857;15.59;2.235
106;1.609;0.9861;15.69;2.232
107;1.613;0.9868;15.81;2.229
108;1.613;0.9865;15.9;2.228
109;1.613;0.9865;15.97;2.23
110;1.613;0.9868;16.1;2.234
111;1.614;0.9876;16.3;2.236
112;1.615;0.9876;16.44;2.236
113;1.617;0.9887;16.49;2.236
114;1.618;0.991;16.49;2.236
115;1.627;0.991;16.49;2.235
116;1.624;0.991;16.5;2.232
117;1.627;0.9925;16.5;2.23
118;1.632;1.001;16.52;2.228
119;1.651;0.9989;16.54;2.228
120;1.671;0.9982;16.64;2.228
121;1.671;0.9982;16.87;2.231
122;1.671;0.9978;17.23;2.23
123;1.674;0.9978;17.53;2.231
124;1.68;0.9982;17.7;2.232
125;1.682;0.9989;17.81;2.229
126;1.682;0.9989;17.89;2.227
127;1.682;0.9989;17.93;2.226
128;1.682;0.9993;17.93;2.225
129;1.686;0.9986;17.97;2.225
130;1.693;0.9989;18.12;2.225
131;1.696;0.9986;18.21;2.211
132;1.723;0.9982;18.22;2.187
133;1.734;0.9982;18.25;2.171
134;1.733;0.9986;18.39;2.153
135;1.737;1.005;18.56;2.126
136;1.742;1.015;18.69;2.109
137;1.742;1.01;18.85;2.103
138;1.742;1.01;18.99;2.096
139;1.746;1.01;19.01;2.096
140;1.755;1.01;19.03;2.104
141;1.76;1.01;19.16;2.116
142;1.761;1.014;19.35;2.094
143;1.767;1.021;19.55;2.022
144;1.793;1.027;19.69;1.986
145;1.8;1.028;19.74;1.994
146;1.802;1.03;19.74;2.004
147;1.804;1.033;19.74;2.007
148;1.804;1.036;19.79;2.009
149;1.806;1.036;19.94;2.011
150;1.806;1.036;20.15;2.011
151;1.806;1.036;20.31;2.025
152;1.819;1.036;20.41;2.085
153;1.846;1.036;20.43;2.208
154;1.874;1.03;20.42;2.303
155;1.884;1.022;20.42;2.341
156;1.884;1.027;20.42;2.354
157;1.884;1.03;20.44;2.354
158;1.887;1.031;20.55;2.353
159;1.9;1.033;20.81;2.354
160;1.907;1.037;21.22;2.359
161;1.907;1.041;21.55;2.362
162;1.907;1.046;21.6;2.368
163;1.909;1.05;21.6;2.374
164;1.916;1.053;21.63;2.374
165;1.922;1.058;21.84;2.373
166;1.925;1.064;22.04;2.373
167;1.925;1.069;22.26;2.372
168;1.932;1.071;22.45;2.371
169;1.944;1.073;22.47;2.372
170;1.952;1.075;22.47;2.372
171;1.953;1.076;22.47;2.372
172;1.956;1.079;22.47;2.372
173;1.968;1.071;22.51;2.372
174;1.968;1.07;22.65;2.372
175;1.983;1.073;23.04;2.37
176;2.008;1.075;23.54;2.365
177;2.026;1.075;23.64;2.363
178;2.028;1.075;23.64;2.363
179;2.033;1.075;23.67;2.364
180;2.036;1.075;23.8;2.369
181;2.039;1.075;23.85;2.369
182;2.05;1.074;23.85;2.369
183;2.062;1.074;23.85;2.373
184;2.071;1.074;23.85;2.376
185;2.071;1.075;23.87;2.377
186;2.086;1.077;23.91;2.379
187;2.1;1.078;23.91;2.395
188;2.102;1.076;23.91;2.417
189;2.103;1.076;23.92;2.434
190;2.106;1.076;24.08;2.454
191;2.108;1.073;24.55;2.472
192;2.108;1.073;24.97;2.484
193;2.122;1.074;25.13;2.498
194;2.129;1.075;25.19;2.505
195;2.134;1.074;25.2;2.5
196;2.154;1.074;25.21;2.5
197;2.162;1.074;25.26;2.517
198;2.165;1.073;25.28;2.574
199;2.166;1.075;25.29;2.626
