;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.483;1.004;12.02;2.001
1;1.483;1.004;12.08;2.002
2;1.484;1.004;12.1;1.998
3;1.485;1.004;12.1;1.996
4;1.485;1.005;12.11;1.997
5;1.485;1.006;12.15;1.997
6;1.485;1.006;12.24;1.998
7;1.485;1.006;12.32;2.001
8;1.485;1.001;12.37;2.011
9;1.485;0.9982;12.38;2.021
10;1.485;0.9978;12.39;2.024
11;1.487;0.9967;12.44;2.025
12;1.492;0.9963;12.47;2.025
13;1.491;0.9959;12.52;2.024
14;1.489;0.9963;12.57;2.023
15;1.492;0.9989;12.64;2.024
16;1.493;1.003;12.84;2.024
17;1.494;0.9986;13.17;2.025
18;1.495;0.9993;13.31;2.03
19;1.497;0.9955;13.32;2.033
20;1.506;0.9948;13.32;2.033
21;1.512;0.9948;13.34;2.035
22;1.515;0.9925;13.37;2.039
23;1.517;0.9929;13.39;2.041
24;1.519;0.9929;13.41;2.035
25;1.518;0.9929;13.41;2.031
26;1.517;0.9918;13.43;2.031
27;1.517;0.9921;13.54;2.031
28;1.514;0.9918;13.73;2.031
29;1.517;0.991;13.92;2.031
30;1.517;0.9887;14.06;2.03
31;1.514;0.988;14.12;2.028
32;1.511;0.9902;14.13;2.028
33;1.52;1.002;14.14;2.027
34;1.531;1.018;14.16;2.026
35;1.534;1.018;14.18;2.026
36;1.534;1.014;14.18;2.027
37;1.534;1.015;14.18;2.033
38;1.534;1.015;14.19;2.035
39;1.535;1.015;14.19;2.035
40;1.535;1.014;14.19;2.035
41;1.535;1.014;14.19;2.036
42;1.535;1.014;14.19;2.036
43;1.535;1.013;14.2;2.036
44;1.53;1.013;14.22;2.035
45;1.526;1.012;14.24;2.035
46;1.525;1.012;14.27;2.035
47;1.525;1.013;14.3;2.036
48;1.526;1.013;14.3;2.036
49;1.523;1.013;14.3;2.037
50;1.525;1.013;14.3;2.038
51;1.529;1.015;14.3;2.04
52;1.531;1.013;14.31;2.041
53;1.531;1.002;14.35;2.042
54;1.531;1.002;14.47;2.044
55;1.532;1.002;14.57;2.05
56;1.538;1.003;14.62;2.051
57;1.544;1.002;14.63;2.05
58;1.548;1.002;14.64;2.05
59;1.55;1.003;14.64;2.05
60;1.55;1.003;14.64;2.05
61;1.55;1.005;14.66;2.047
62;1.549;1.009;14.69;2.047
63;1.547;1.008;14.73;2.047
64;1.547;1.005;14.79;2.047
65;1.547;1.004;14.87;2.047
66;1.548;1.005;14.92;2.047
67;1.548;1.005;14.95;2.046
68;1.546;1.005;14.97;2.046
69;1.548;1.005;15.0;2.043
70;1.548;1.008;15.03;2.04
71;1.55;1.004;15.03;2.039
72;1.55;1.004;15.03;2.039
73;1.551;1.003;15.03;2.025
74;1.551;1.004;15.04;1.996
75;1.552;1.005;15.06;1.974
76;1.552;1.006;15.1;1.953
77;1.553;1.006;15.16;1.94
78;1.554;1.007;15.19;1.938
79;1.556;1.007;15.19;1.935
80;1.556;1.007;15.23;1.934
81;1.556;1.007;15.33;1.933
