;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.883;2.336;12.04;0.9128
1;1.887;2.336;12.05;0.9162
2;1.889;2.338;12.07;0.9162
3;1.889;2.338;12.12;0.9162
4;1.889;2.338;12.14;0.9162
5;1.889;2.338;12.16;0.9162
6;1.888;2.34;12.18;0.9196
7;1.887;2.341;12.18;0.9264
8;1.89;2.345;12.22;0.9332
9;1.898;2.351;12.23;0.9468
10;1.898;2.362;12.23;0.9637
11;1.895;2.37;12.23;0.9773
12;1.893;2.376;12.23;0.9841
13;1.893;2.378;12.28;0.9977
14;1.893;2.378;12.38;1.015
15;1.893;2.378;12.43;1.028
16;1.893;2.376;12.43;1.035
17;1.893;2.376;12.43;1.038
18;1.893;2.378;12.43;1.038
19;1.893;2.384;12.47;1.038
20;1.893;2.387;12.54;1.038
21;1.89;2.387;12.55;1.042
22;1.865;2.389;12.57;1.042
23;1.816;2.399;12.59;1.042
24;1.759;2.41;12.59;1.042
25;1.721;2.426;12.6;1.042
26;1.698;2.445;12.6;1.042
27;1.69;2.464;12.62;1.042
28;1.694;2.479;12.63;1.042
29;1.693;2.498;12.65;1.045
30;1.685;2.513;12.76;1.049
31;1.67;2.523;12.84;1.052
32;1.66;2.531;12.87;1.055
33;1.659;2.535;12.87;1.055
34;1.659;2.535;12.87;1.055
35;1.659;2.533;12.87;1.055
36;1.66;2.533;12.87;1.055
37;1.663;2.535;12.87;1.055
38;1.665;2.536;12.87;1.059
39;1.666;2.54;12.87;1.062
40;1.666;2.544;12.88;1.069
41;1.667;2.55;12.89;1.083
42;1.667;2.556;12.9;1.089
43;1.665;2.557;12.9;1.089
44;1.663;2.557;12.9;1.093
45;1.664;2.559;12.93;1.093
46;1.661;2.559;12.93;1.093
47;1.652;2.559;13.01;1.093
48;1.647;2.561;13.12;1.093
49;1.647;2.561;13.12;1.093
50;1.647;2.561;13.14;1.093
51;1.649;2.561;13.14;1.093
52;1.651;2.563;13.15;1.093
53;1.653;2.563;13.18;1.096
54;1.656;2.567;13.18;1.103
55;1.656;2.575;13.21;1.11
56;1.656;2.577;13.26;1.116
57;1.656;2.58;13.26;1.127
58;1.657;2.582;13.27;1.13
59;1.658;2.588;13.29;1.13
60;1.657;2.601;13.29;1.13
61;1.655;2.615;13.3;1.13
62;1.655;2.626;13.3;1.127
63;1.655;2.634;13.31;1.137
64;1.653;2.642;13.31;1.15
65;1.649;2.645;13.31;1.161
66;1.646;2.647;13.31;1.164
67;1.644;2.647;13.31;1.164
68;1.642;2.645;13.32;1.164
69;1.642;2.649;13.33;1.164
70;1.642;2.653;13.36;1.171
71;1.642;2.657;13.43;1.181
72;1.641;2.661;13.51;1.184
73;1.642;2.672;13.57;1.188
74;1.645;2.689;13.66;1.191
75;1.645;2.714;13.81;1.194
76;1.644;2.743;13.96;1.191
77;1.644;2.773;14.07;1.191
78;1.644;2.8;14.14;1.191
79;1.651;2.833;14.2;1.194
80;1.664;2.869;14.32;1.205
81;1.673;2.894;14.36;1.211
82;1.676;2.905;14.48;1.218
83;1.677;2.907;14.9;1.225
84;1.694;2.907;15.08;1.225
85;1.704;2.909;15.12;1.225
86;1.705;2.909;15.17;1.228
87;1.706;2.909;15.22;1.228
88;1.71;2.911;15.25;1.228
89;1.712;2.915;15.28;1.242
