;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.293;6.335;13.22;0.992
1;1.333;6.358;13.79;0.9993
2;1.37;6.378;13.96;1.003
3;1.381;6.391;14.09;1.004
4;1.384;6.394;14.15;1.005
5;1.384;6.391;14.18;1.0
6;1.384;6.388;14.2;0.9955
7;1.384;6.385;14.21;0.9924
8;1.384;6.385;14.23;0.9913
9;1.384;6.404;14.35;0.9901
10;1.392;6.431;14.57;0.9894
11;1.409;6.454;14.83;0.989
12;1.421;6.483;15.05;0.9897
13;1.429;6.519;15.17;0.9901
14;1.435;6.546;15.21;0.9897
15;1.435;6.569;15.23;0.9897
16;1.438;6.592;15.42;0.9897
17;1.438;6.608;15.6;0.9897
18;1.443;6.621;15.62;0.9897
19;1.452;6.631;15.62;0.9901
20;1.455;6.638;15.62;0.9944
21;1.457;6.638;15.66;0.9982
22;1.46;6.638;15.78;1.0
23;1.463;6.638;15.91;1.002
24;1.463;6.647;16.11;1.005
25;1.474;6.67;16.28;1.008
26;1.474;6.726;16.33;1.006
27;1.486;6.841;16.34;1.004
28;1.514;6.999;16.34;1.003
29;1.537;7.19;16.35;1.004
30;1.548;7.37;16.36;1.006
31;1.551;7.502;16.37;1.008
32;1.554;7.594;16.38;1.012
33;1.554;7.64;16.4;1.015
34;1.556;7.646;16.54;1.017
35;1.556;7.64;17.1;1.018
36;1.604;7.63;17.68;1.02
37;1.704;7.623;18.12;1.02
38;1.746;7.617;18.59;1.019
39;1.749;7.614;18.96;1.02
40;1.752;7.61;19.12;1.024
41;1.752;7.607;19.21;1.027
42;1.752;7.607;19.26;1.029
43;1.752;7.607;19.26;1.029
44;1.752;7.607;19.39;1.026
45;1.752;7.61;19.49;1.022
46;1.752;7.617;19.53;1.02
47;1.752;7.627;19.56;1.019
48;1.757;7.64;19.57;1.022
49;1.771;7.64;19.57;1.025
50;1.78;7.64;19.58;1.024
51;1.78;7.64;19.65;1.023
52;1.783;7.643;19.77;1.026
53;1.791;7.656;19.92;1.029
54;1.791;7.692;20.03;1.029
55;1.791;7.765;20.08;1.029
56;1.8;7.84;20.14;1.03
57;1.808;7.883;20.26;1.038
58;1.811;7.903;20.37;1.042
59;1.82;7.919;20.44;1.042
60;1.854;7.936;20.55;1.042
61;1.899;7.949;20.59;1.043
62;1.924;7.955;20.65;1.044
63;1.93;7.955;20.97;1.045
64;1.93;7.962;21.22;1.048
65;1.936;7.978;21.25;1.058
66;1.947;8.005;21.25;1.07
67;1.955;8.031;21.26;1.078
68;1.955;8.054;21.56;1.084
69;1.961;8.07;23.16;1.088
70;1.989;8.077;24.65;1.09
71;2.003;8.077;24.93;1.093
72;2.001;8.077;24.97;1.093
73;2.001;8.083;24.99;1.094
74;2.001;8.087;25.27;1.095
75;2.001;8.093;26.93;1.094
76;2.018;8.1;28.81;1.093
77;2.046;8.103;29.87;1.094
78;2.083;8.103;30.34;1.094
79;2.122;8.106;30.46;1.094
80;2.156;8.106;30.46;1.094
81;2.182;8.106;30.47;1.093
82;2.221;8.106;30.47;1.09
83;2.258;8.106;30.5;1.088
84;2.258;8.106;30.54;1.088
85;2.264;8.11;30.56;1.088
86;2.267;8.126;30.61;1.088
87;2.275;8.149;30.77;1.09
88;2.278;8.179;30.99;1.09
89;2.309;8.215;31.56;1.09
90;2.326;8.258;32.7;1.095
91;2.329;8.294;33.04;1.107
92;2.332;8.313;33.14;1.123
93;2.332;8.327;33.33;1.131
94;2.329;8.333;33.35;1.133
95;2.329;8.34;33.51;1.139
96;2.329;8.353;34.05;1.153
97;2.329;8.373;34.17;1.171
98;2.332;8.379;34.17;1.199
99;2.337;8.376;34.24;1.239
100;2.34;8.376;34.6;1.269
101;2.34;8.382;34.72;1.285
102;2.34;8.389;34.73;1.298
103;2.343;8.396;34.76;1.304
104;2.346;8.399;34.77;1.306
105;2.357;8.396;34.84;1.312
106;2.36;8.392;34.85;1.325
107;2.366;8.389;34.86;1.339
108;2.4;8.386;34.87;1.357
109;2.422;8.382;34.93;1.376
110;2.425;8.382;35.53;1.386
111;2.425;8.382;36.6;1.391
112;2.428;8.382;37.77;1.391
113;2.428;8.382;37.89;1.391
114;2.434;8.382;39.49;1.39
115;2.473;8.382;43.43;1.39
116;2.527;8.396;44.93;1.392
117;2.538;8.425;45.14;1.395
118;2.541;8.451;45.27;1.398
119;2.547;8.478;45.37;1.404
120;2.547;8.491;45.37;1.406
121;2.547;8.491;45.52;1.407
122;2.547;8.488;46.14;1.405
123;2.552;8.478;46.63;1.404
124;2.558;8.474;46.88;1.404
125;2.581;8.478;47.13;1.409
126;2.666;8.474;47.13;1.416
127;2.7;8.474;47.86;1.429
128;2.705;8.478;48.93;1.453
129;2.773;8.488;49.18;1.486
130;2.841;8.501;49.22;1.532
131;2.864;8.514;49.22;1.585
132;2.864;8.527;49.29;1.624
133;2.867;8.543;49.48;1.646
134;2.872;8.553;49.72;1.654
135;2.884;8.557;50.54;1.655
136;2.889;8.557;52.0;1.654
137;2.892;8.557;53.14;1.655
138;2.898;8.557;54.13;1.656
139;2.901;8.57;54.67;1.658
140;2.903;8.593;54.81;1.668
141;2.903;8.635;57.01;1.686
142;2.918;8.708;59.08;1.711
143;2.957;8.803;59.73;1.73
144;2.966;8.931;59.91;1.741
145;2.966;9.053;59.93;1.751
146;2.968;9.122;59.93;1.764
147;2.98;9.155;59.93;1.777
148;3.002;9.174;59.94;1.786
149;3.028;9.184;59.98;1.794
150;3.036;9.191;60.02;1.798
151;3.036;9.207;60.06;1.799
152;3.062;9.227;60.13;1.801
153;3.082;9.237;60.14;1.802
154;3.09;9.24;60.21;1.803
155;3.09;9.243;60.48;1.803
156;3.124;9.27;60.92;1.802
157;3.232;9.316;61.81;1.802
158;3.322;9.329;62.61;1.802
159;3.35;9.329;62.74;1.804
160;3.35;9.355;62.75;1.809
161;3.353;9.401;62.76;1.815
162;3.353;9.45;62.81;1.82
163;3.359;9.526;63.13;1.823
164;3.43;9.631;63.41;1.824
165;3.495;9.766;63.52;1.824
166;3.5;9.897;63.56;1.824
167;3.5;10.01;63.57;1.825
168;3.503;10.06;63.7;1.826
169;3.523;10.08;63.89;1.827
170;3.591;10.1;63.9;1.827
171;3.628;10.12;64.06;1.826
172;3.628;10.13;64.45;1.827
173;3.633;10.14;64.8;1.827
174;3.636;10.14;64.88;1.827
175;3.645;10.14;64.92;1.827
176;3.645;10.15;65.16;1.828
177;3.648;10.16;65.26;1.83
178;3.659;10.17;65.28;1.835
179;3.701;10.19;65.32;1.839
180;3.73;10.23;65.32;1.84
181;3.755;10.28;65.35;1.84
182;3.766;10.34;65.38;1.839
183;3.766;10.42;65.51;1.84
184;3.781;10.51;65.59;1.845
185;3.789;10.59;65.59;1.853
186;3.8;10.65;65.59;1.862
187;3.806;10.67;65.59;1.868
188;3.809;10.68;65.59;1.87
189;3.809;10.68;65.59;1.872
190;3.812;10.69;65.59;1.875
191;3.812;10.71;65.6;1.879
192;3.815;10.73;65.61;1.882
193;3.82;10.77;65.65;1.882
194;3.826;10.79;65.89;1.882
195;3.829;10.82;66.31;1.882
196;3.829;10.83;66.6;1.882
197;3.829;10.84;66.79;1.882
198;3.849;10.83;66.84;1.883
