;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.965;12.04;11.34;1.639
1;1.965;12.27;11.47;1.649
2;1.965;12.46;11.73;1.655
3;1.98;12.62;12.12;1.659
4;1.996;12.72;12.64;1.664
5;1.997;12.8;12.9;1.671
6;1.997;12.86;12.98;1.679
7;2.002;12.9;13.08;1.69
8;2.01;12.92;13.16;1.702
9;2.013;12.94;13.17;1.711
10;2.013;12.94;13.17;1.719
11;2.019;12.94;13.19;1.725
12;2.029;12.94;13.21;1.725
13;2.031;12.94;13.22;1.725
14;2.032;12.94;13.22;1.725
15;2.033;12.94;13.24;1.725
16;2.033;12.95;13.32;1.725
17;2.033;12.95;13.36;1.725
18;2.033;12.95;13.37;1.725
19;2.033;12.96;13.37;1.725
20;2.033;12.96;13.38;1.724
21;2.033;12.97;13.39;1.724
22;2.034;12.97;13.39;1.724
23;2.038;12.97;13.39;1.723
24;2.041;12.98;13.42;1.725
25;2.048;12.98;13.55;1.729
26;2.062;12.99;13.65;1.735
27;2.077;12.99;13.67;1.741
28;2.084;12.99;13.68;1.744
29;2.086;12.99;13.7;1.747
30;2.087;12.99;13.72;1.755
31;2.088;12.99;13.73;1.76
32;2.088;12.99;13.8;1.763
33;2.088;12.99;13.81;1.764
34;2.09;12.99;13.81;1.765
35;2.092;12.99;13.81;1.765
36;2.094;13.0;13.83;1.766
37;2.094;13.01;13.86;1.766
38;2.096;13.03;13.89;1.768
39;2.096;13.05;13.91;1.77
40;2.097;13.07;13.94;1.771
41;2.097;13.08;13.94;1.771
42;2.097;13.1;14.02;1.771
43;2.096;13.12;14.26;1.77
44;2.097;13.14;14.52;1.77
45;2.099;13.16;14.64;1.77
46;2.1;13.18;14.77;1.77
47;2.107;13.2;15.03;1.773
48;2.116;13.21;15.08;1.778
49;2.118;13.23;15.22;1.78
50;2.119;13.24;15.39;1.78
51;2.123;13.24;15.39;1.78
52;2.128;13.25;15.43;1.78
53;2.132;13.27;15.48;1.781
54;2.137;13.32;15.61;1.782
55;2.139;13.41;15.77;1.783
56;2.139;13.53;15.83;1.783
57;2.139;13.66;15.86;1.783
58;2.142;13.75;15.87;1.783
59;2.151;13.82;15.87;1.785
60;2.181;13.93;16.13;1.792
61;2.219;14.13;16.9;1.804
62;2.22;14.36;17.49;1.822
63;2.247;14.55;17.81;1.843
64;2.301;14.71;18.04;1.867
65;2.336;14.82;18.22;1.893
66;2.354;14.89;18.38;1.92
67;2.358;14.94;18.44;1.943
68;2.358;14.97;18.45;1.961
69;2.358;14.98;18.53;1.977
70;2.362;14.98;18.63;1.989
71;2.367;14.99;18.82;1.999
72;2.37;15.0;19.05;2.005
73;2.377;15.03;19.12;2.009
74;2.38;15.09;19.12;2.009
75;2.381;15.19;19.12;2.008
76;2.391;15.3;19.17;2.007
77;2.396;15.39;19.29;2.008
78;2.395;15.5;19.41;2.012
79;2.391;15.61;19.7;2.022
80;2.39;15.73;19.98;2.039
