;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.089;1.086;12.01;2.798
1;1.091;1.087;12.11;2.798
2;1.092;1.087;12.34;2.797
3;1.092;1.088;12.61;2.798
4;1.095;1.09;12.8;2.799
5;1.103;1.091;12.97;2.8
6;1.106;1.091;13.09;2.8
7;1.105;1.091;13.1;2.801
8;1.107;1.091;13.12;2.8
9;1.108;1.09;13.13;2.8
10;1.108;1.092;13.13;2.8
11;1.11;1.091;13.14;2.801
12;1.11;1.089;13.15;2.801
13;1.113;1.089;13.15;2.801
14;1.123;1.089;13.16;2.801
15;1.126;1.088;13.18;2.801
16;1.127;1.087;13.22;2.8
17;1.129;1.087;13.22;2.799
18;1.13;1.087;13.25;2.798
19;1.13;1.087;13.41;2.795
20;1.13;1.087;13.62;2.779
21;1.132;1.086;13.84;2.761
22;1.143;1.084;14.02;2.745
23;1.147;1.082;14.14;2.73
24;1.145;1.081;14.24;2.719
25;1.152;1.083;14.32;2.713
26;1.159;1.09;14.36;2.71
27;1.16;1.081;14.37;2.71
28;1.161;1.081;14.37;2.713
29;1.159;1.079;14.37;2.711
30;1.161;1.078;14.38;2.677
31;1.169;1.077;14.38;2.63
32;1.176;1.076;14.38;2.602
33;1.188;1.074;14.38;2.589
34;1.201;1.074;14.39;2.58
35;1.209;1.076;14.42;2.575
36;1.213;1.076;14.46;2.575
37;1.224;1.076;14.54;2.578
38;1.246;1.076;14.72;2.578
39;1.266;1.076;14.95;2.578
40;1.269;1.076;15.14;2.58
41;1.268;1.077;15.27;2.582
42;1.276;1.074;15.39;2.585
43;1.282;1.072;15.48;2.589
44;1.282;1.078;15.51;2.59
45;1.281;1.076;15.51;2.589
46;1.281;1.076;15.51;2.59
47;1.28;1.073;15.53;2.594
48;1.281;1.072;15.53;2.594
49;1.281;1.072;15.53;2.59
50;1.283;1.072;15.53;2.59
51;1.293;1.072;15.53;2.59
52;1.309;1.073;15.53;2.591
53;1.314;1.071;15.55;2.591
54;1.314;1.07;15.66;2.59
55;1.316;1.07;15.73;2.593
56;1.322;1.07;15.73;2.593
57;1.324;1.071;15.81;2.599
58;1.329;1.071;15.85;2.612
59;1.334;1.071;15.86;2.617
60;1.331;1.071;16.0;2.623
61;1.33;1.072;16.14;2.642
62;1.338;1.073;16.14;2.67
63;1.344;1.066;16.25;2.694
64;1.353;1.064;16.5;2.703
65;1.404;1.068;16.94;2.704
66;1.455;1.081;17.48;2.705
67;1.499;1.104;17.75;2.728
68;1.527;1.116;17.85;2.758
69;1.539;1.116;17.92;2.763
70;1.546;1.118;17.98;2.763
