;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;2.219;1.509;12.06;1.689
1;2.221;1.509;12.08;1.688
2;2.223;1.509;12.08;1.688
3;2.223;1.507;12.11;1.688
4;2.228;1.507;12.17;1.686
5;2.231;1.509;12.25;1.685
6;2.231;1.508;12.32;1.682
7;2.231;1.508;12.4;1.678
8;2.23;1.51;12.52;1.678
9;2.23;1.514;12.62;1.678
10;2.23;1.514;12.66;1.678
11;2.23;1.514;12.66;1.678
12;2.232;1.519;12.7;1.673
13;2.247;1.529;12.74;1.67
14;2.267;1.528;12.75;1.673
15;2.279;1.524;12.75;1.688
16;2.28;1.524;12.75;1.722
17;2.281;1.524;12.76;1.745
18;2.276;1.523;12.84;1.749
19;2.268;1.515;13.02;1.75
20;2.262;1.506;13.2;1.753
21;2.276;1.502;13.3;1.755
22;2.289;1.5;13.33;1.757
23;2.299;1.498;13.35;1.758
24;2.312;1.498;13.44;1.757
25;2.317;1.498;13.58;1.756
26;2.32;1.498;13.67;1.756
27;2.32;1.497;13.7;1.754
28;2.32;1.494;13.7;1.751
29;2.313;1.493;13.7;1.749
30;2.296;1.492;13.71;1.748
31;2.28;1.492;13.76;1.747
32;2.272;1.485;13.81;1.746
33;2.267;1.482;13.82;1.744
34;2.265;1.481;13.83;1.746
35;2.263;1.481;13.86;1.746
36;2.267;1.482;13.87;1.747
37;2.279;1.481;13.87;1.746
38;2.293;1.48;13.92;1.745
39;2.298;1.48;13.95;1.747
40;2.298;1.48;13.97;1.748
41;2.298;1.478;13.98;1.746
42;2.299;1.478;13.98;1.745
43;2.304;1.478;13.98;1.743
44;2.304;1.48;14.0;1.743
45;2.305;1.48;14.01;1.742
46;2.304;1.48;14.02;1.742
47;2.309;1.48;14.03;1.744
48;2.312;1.48;14.04;1.744
49;2.31;1.484;14.04;1.741
50;2.316;1.482;14.09;1.737
51;2.32;1.48;14.24;1.733
52;2.32;1.481;14.34;1.729
53;2.319;1.481;14.36;1.714
54;2.319;1.48;14.38;1.7
55;2.319;1.477;14.4;1.7
56;2.321;1.476;14.42;1.703
57;2.322;1.475;14.46;1.706
58;2.322;1.475;14.48;1.707
59;2.32;1.475;14.48;1.707
60;2.318;1.471;14.55;1.712
61;2.316;1.469;14.57;1.719
62;2.313;1.469;14.57;1.724
63;2.312;1.47;14.57;1.727
64;2.314;1.469;14.57;1.731
65;2.315;1.467;14.57;1.731
66;2.316;1.469;14.61;1.731
67;2.324;1.476;14.64;1.734
68;2.324;1.474;14.65;1.738
69;2.324;1.47;14.66;1.739
70;2.324;1.47;14.66;1.739
71;2.325;1.469;14.66;1.74
72;2.325;1.469;14.71;1.741
73;2.33;1.467;14.83;1.741
74;2.346;1.466;14.92;1.74
75;2.359;1.469;14.97;1.74
76;2.368;1.471;15.03;1.741
77;2.375;1.47;15.08;1.741
78;2.378;1.467;15.13;1.742
79;2.38;1.464;15.19;1.745
80;2.391;1.464;15.19;1.745
81;2.396;1.464;15.23;1.745
82;2.393;1.467;15.36;1.744
83;2.403;1.47;15.49;1.745
84;2.431;1.477;15.54;1.746
85;2.464;1.489;15.55;1.746
86;2.483;1.49;15.55;1.745
87;2.487;1.49;15.56;1.743
88;2.488;1.49;15.58;1.743
89;2.489;1.49;15.61;1.743
90;2.491;1.492;15.65;1.743
91;2.49;1.492;15.68;1.743
92;2.493;1.492;15.68;1.744
93;2.493;1.492;15.69;1.742
94;2.495;1.491;15.71;1.739
95;2.497;1.491;15.79;1.739
96;2.497;1.487;15.94;1.739
97;2.497;1.481;16.05;1.738
98;2.511;1.481;16.09;1.735
99;2.541;1.482;16.09;1.732
100;2.561;1.487;16.13;1.732
101;2.566;1.498;16.37;1.734
102;2.565;1.502;16.84;1.736
103;2.568;1.497;17.34;1.737
104;2.576;1.487;17.66;1.738
105;2.587;1.496;17.78;1.743
106;2.628;1.502;17.8;1.753
107;2.718;1.502;17.81;1.757
108;2.774;1.501;17.82;1.758
109;2.789;1.501;17.87;1.759
110;2.804;1.5;17.89;1.76
111;2.811;1.501;17.89;1.76
112;2.814;1.502;17.88;1.759
113;2.83;1.504;17.89;1.76
114;2.84;1.505;18.07;1.762
115;2.851;1.506;18.35;1.761
116;2.879;1.506;18.57;1.76
117;2.927;1.506;18.76;1.761
118;2.998;1.506;18.81;1.761
119;3.042;1.506;18.81;1.76
120;3.044;1.505;18.81;1.756
121;3.046;1.506;18.82;1.752
122;3.046;1.5;18.84;1.75
123;3.049;1.499;18.93;1.745
124;3.064;1.499;19.15;1.744
125;3.072;1.499;19.28;1.744
126;3.073;1.498;19.29;1.744
127;3.077;1.497;19.29;1.741
128;3.08;1.497;19.3;1.737
129;3.083;1.497;19.29;1.737
130;3.088;1.499;19.35;1.737
131;3.095;1.501;19.54;1.737
132;3.095;1.501;19.64;1.733
133;3.1;1.501;19.65;1.73
134;3.116;1.501;19.89;1.731
135;3.116;1.5;20.23;1.733
136;3.12;1.498;20.56;1.734
137;3.117;1.495;20.84;1.733
138;3.108;1.493;20.97;1.731
139;3.096;1.496;20.99;1.731
140;3.079;1.492;20.99;1.728
141;3.079;1.493;21.04;1.72
142;3.092;1.498;21.18;1.708
143;3.092;1.502;21.39;1.693
144;3.093;1.504;21.55;1.684
145;3.093;1.505;21.67;1.683
146;3.09;1.507;21.79;1.686
147;3.076;1.508;21.88;1.699
148;3.058;1.508;21.89;1.708
149;3.07;1.504;21.89;1.713
150;3.081;1.499;21.89;1.721
151;3.082;1.498;21.89;1.726
152;3.081;1.5;21.9;1.73
153;3.082;1.499;21.93;1.735
154;3.087;1.5;22.03;1.736
155;3.088;1.5;22.3;1.735
156;3.087;1.5;22.59;1.735
157;3.086;1.501;22.68;1.735
158;3.085;1.5;22.68;1.735
159;3.085;1.503;22.74;1.735
160;3.092;1.514;23.06;1.739
161;3.113;1.523;23.41;1.739
162;3.133;1.525;23.55;1.742
163;3.14;1.525;23.58;1.743
164;3.141;1.525;23.58;1.743
165;3.141;1.525;23.62;1.743
166;3.142;1.524;23.67;1.74
167;3.142;1.528;23.74;1.741
168;3.141;1.53;23.8;1.737
169;3.144;1.529;23.81;1.723
170;3.148;1.53;23.86;1.714
171;3.148;1.53;23.96;1.709
172;3.148;1.531;24.02;1.703
173;3.15;1.532;24.03;1.7
174;3.157;1.532;24.03;1.7
175;3.161;1.53;24.03;1.7
176;3.164;1.526;24.06;1.701
177;3.173;1.524;24.07;1.7
178;3.179;1.524;24.07;1.699
179;3.182;1.524;24.07;1.697
180;3.191;1.526;24.09;1.698
181;3.204;1.527;24.09;1.698
182;3.211;1.525;24.1;1.696
183;3.215;1.523;24.14;1.698
184;3.219;1.519;24.18;1.699
185;3.218;1.513;24.2;1.7
186;3.218;1.51;24.25;1.699
187;3.221;1.512;24.39;1.7
188;3.241;1.511;24.47;1.7
189;3.298;1.511;24.48;1.7
190;3.344;1.511;24.49;1.699
191;3.358;1.513;24.54;1.701
192;3.357;1.517;24.59;1.7
193;3.356;1.527;24.62;1.7
194;3.356;1.525;24.62;1.7
195;3.359;1.524;24.63;1.699
196;3.357;1.524;24.66;1.701
197;3.366;1.525;24.69;1.706
198;3.4;1.524;24.76;1.708
199;3.436;1.523;24.91;1.709
200;3.466;1.521;25.06;1.71
201;3.501;1.512;25.13;1.711
202;3.551;1.507;25.17;1.713
203;3.603;1.507;25.24;1.713
204;3.629;1.507;25.33;1.713
205;3.644;1.508;25.41;1.714
206;3.651;1.513;25.5;1.712
207;3.651;1.511;25.62;1.708
208;3.647;1.514;25.64;1.706
209;3.646;1.519;25.65;1.706
210;3.645;1.531;25.67;1.709
211;3.654;1.538;25.67;1.712
212;3.668;1.529;25.72;1.712
213;3.677;1.524;25.98;1.71
214;3.684;1.523;26.39;1.71
215;3.683;1.522;26.76;1.71
216;3.684;1.522;27.05;1.711
217;3.684;1.522;27.26;1.711
218;3.685;1.521;27.45;1.71
219;3.685;1.523;27.59;1.706
220;3.691;1.523;27.61;1.699
221;3.704;1.523;27.61;1.693
222;3.707;1.524;27.61;1.684
223;3.705;1.524;27.63;1.677
224;3.7;1.524;27.73;1.675
225;3.692;1.524;27.81;1.674
226;3.683;1.524;27.84;1.674
227;3.675;1.523;27.84;1.673
228;3.673;1.523;27.84;1.674
229;3.675;1.521;27.85;1.676
230;3.679;1.515;27.87;1.674
231;3.666;1.514;27.86;1.674
232;3.642;1.515;27.86;1.675
233;3.625;1.514;27.96;1.666
234;3.639;1.514;27.99;1.653
235;3.678;1.514;28.02;1.65
236;3.712;1.514;28.07;1.653
237;3.724;1.515;28.08;1.659
238;3.725;1.515;28.09;1.663
239;3.723;1.514;28.14;1.671
240;3.723;1.512;28.17;1.683
241;3.723;1.51;28.18;1.696
242;3.722;1.505;28.18;1.702
243;3.723;1.498;28.19;1.703
244;3.726;1.493;28.19;1.702
245;3.727;1.489;28.22;1.703
246;3.73;1.488;28.3;1.706
247;3.756;1.498;28.39;1.712
248;3.809;1.5;28.44;1.725
