;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.986;11.76;12.05;1.931
1;2.008;11.8;12.36;1.948
2;2.02;11.88;12.53;1.968
3;2.039;11.98;12.61;1.988
4;2.064;12.08;12.66;2.002
5;2.085;12.22;12.69;2.01
6;2.092;12.35;12.7;2.012
7;2.094;12.56;12.83;2.012
8;2.112;13.07;12.93;2.012
9;2.123;13.8;13.03;2.014
10;2.137;14.43;13.34;2.02
11;2.162;14.85;13.82;2.03
12;2.191;15.12;14.19;2.043
13;2.217;15.27;14.29;2.057
14;2.227;15.34;14.29;2.074
15;2.228;15.36;14.29;2.088
16;2.229;15.36;14.3;2.104
17;2.229;15.36;14.3;2.134
18;2.249;15.37;14.32;2.182
19;2.319;15.37;14.35;2.235
20;2.388;15.37;14.36;2.282
21;2.402;15.37;14.48;2.32
22;2.403;15.39;14.64;2.347
23;2.406;15.41;14.67;2.36
24;2.406;15.45;14.93;2.369
25;2.407;15.54;14.94;2.38
26;2.414;15.64;15.03;2.385
27;2.419;15.71;15.03;2.385
28;2.417;15.77;15.41;2.386
29;2.417;15.8;15.98;2.388
30;2.428;15.83;16.49;2.399
31;2.48;15.85;17.47;2.409
32;2.582;15.88;18.56;2.413
33;2.677;15.91;18.9;2.421
34;2.737;15.96;18.97;2.439
35;2.785;16.03;18.99;2.454
36;2.821;16.15;18.99;2.471
37;2.851;16.3;19.01;2.503
38;2.882;16.46;19.3;2.543
39;2.898;16.61;19.44;2.576
40;2.9;16.72;19.47;2.6
41;2.9;16.76;19.67;2.616
42;2.901;16.77;19.82;2.624
43;2.922;16.77;20.03;2.627
44;2.964;16.79;20.48;2.626
45;3.091;16.84;20.96;2.626
46;3.343;16.88;21.03;2.627
47;3.512;16.91;21.05;2.633
48;3.547;16.95;21.06;2.646
49;3.553;17.05;21.17;2.659
50;3.556;17.15;21.17;2.671
51;3.558;17.21;21.43;2.676
52;3.571;17.23;21.48;2.677
53;3.574;17.24;21.53;2.676
54;3.581;17.24;21.54;2.677
55;3.59;17.24;21.57;2.678
56;3.591;17.26;21.58;2.679
57;3.607;17.28;21.58;2.679
58;3.615;17.3;21.74;2.68
59;3.616;17.32;22.15;2.679
60;3.616;17.35;22.21;2.68
61;3.618;17.39;22.29;2.681
62;3.62;17.42;22.33;2.686
63;3.62;17.43;22.34;2.694
64;3.62;17.43;22.34;2.703
65;3.635;17.43;22.35;2.707
66;3.649;17.43;22.94;2.707
67;3.649;17.44;24.61;2.715
68;3.652;17.44;25.57;2.732
69;3.661;17.44;25.57;2.753
70;3.676;17.44;26.13;2.775
71;3.682;17.44;27.17;2.798
72;3.698;17.46;28.14;2.816
73;3.719;17.47;28.7;2.83
74;3.729;17.49;28.76;2.842
75;3.729;17.51;28.77;2.851
76;3.73;17.54;28.77;2.856
77;3.73;17.56;28.8;2.858
78;3.731;17.57;28.89;2.858
79;3.732;17.58;29.08;2.858
80;3.742;17.59;29.24;2.861
81;3.746;17.6;29.25;2.865
82;3.749;17.61;29.26;2.869
83;3.753;17.61;29.43;2.871
84;3.762;17.61;29.87;2.871
85;3.773;17.61;29.97;2.873
86;3.8;17.65;29.99;2.881
87;3.861;17.93;30.55;2.899
88;3.921;18.54;31.43;2.914
89;3.945;19.26;31.63;2.926
90;3.96;20.0;31.83;2.944
91;3.985;20.7;32.3;2.967
92;4.02;21.26;32.35;2.986
93;4.065;21.67;32.47;3.002
94;4.092;21.94;32.61;3.021
95;4.093;22.12;32.62;3.037
96;4.093;22.21;32.62;3.048
97;4.094;22.23;33.14;3.061
98;4.094;22.22;34.77;3.076
99;4.094;22.21;35.6;3.083
100;4.094;22.23;35.66;3.083
101;4.095;22.31;35.66;3.083
102;4.118;22.49;35.66;3.095
103;4.152;22.79;35.72;3.12
104;4.19;23.14;35.94;3.154
105;4.216;23.44;36.29;3.19
106;4.217;23.62;36.69;3.217
107;4.229;23.7;37.0;3.233
