;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;1.316;0.9876;12.13;2.574
1;1.32;0.9895;12.26;2.574
2;1.327;0.994;12.3;2.574
3;1.332;0.9955;12.32;2.572
4;1.332;0.9944;12.34;2.571
5;1.338;0.9933;12.35;2.571
6;1.343;0.9936;12.36;2.571
7;1.345;0.9955;12.37;2.57
8;1.345;0.9997;12.38;2.569
9;1.345;0.9929;12.46;2.569
10;1.358;0.9906;12.57;2.57
11;1.382;0.9925;12.65;2.549
12;1.399;0.9936;12.71;2.506
13;1.411;0.9936;12.76;2.479
14;1.412;0.9952;12.79;2.459
15;1.417;0.9986;12.79;2.438
16;1.417;1.0;12.8;2.422
17;1.418;1.0;12.8;2.414
18;1.418;1.001;12.81;2.413
19;1.422;1.001;12.82;2.412
20;1.427;1.001;12.84;2.406
21;1.427;1.001;12.86;2.376
22;1.432;1.002;12.88;2.288
23;1.438;1.002;12.92;2.189
24;1.44;1.001;12.93;2.137
25;1.44;1.0;12.93;2.112
26;1.446;1.003;12.96;2.102
27;1.447;1.001;13.05;2.099
28;1.446;1.0;13.15;2.094
29;1.449;1.0;13.24;2.092
30;1.453;1.0;13.33;2.091
31;1.453;1.0;13.43;2.092
32;1.453;0.9997;13.5;2.092
33;1.455;0.9997;13.55;2.092
34;1.455;1.0;13.57;2.092
35;1.455;1.0;13.58;2.092
36;1.46;1.001;13.67;2.092
37;1.464;1.001;13.74;2.093
38;1.463;1.002;13.76;2.093
39;1.464;1.002;13.75;2.092
40;1.465;1.002;13.75;2.09
41;1.465;1.002;13.76;2.091
42;1.465;1.001;13.8;2.096
43;1.465;1.001;13.87;2.102
44;1.464;1.001;14.01;2.105
45;1.466;1.0;14.18;2.106
46;1.466;1.008;14.27;2.109
47;1.47;1.01;14.25;2.114
48;1.484;1.008;14.35;2.112
49;1.487;1.007;14.55;2.111
50;1.484;1.007;14.68;2.112
51;1.482;1.007;14.7;2.112
52;1.483;1.007;14.71;2.112
53;1.485;1.006;14.71;2.116
54;1.487;1.007;14.71;2.122
55;1.486;1.007;14.71;2.121
56;1.485;1.006;14.72;2.121
57;1.49;1.011;14.84;2.122
58;1.498;1.015;15.2;2.121
59;1.497;1.016;15.84;2.12
60;1.498;1.016;16.54;2.117
61;1.509;1.016;16.96;2.115
62;1.521;1.017;17.14;2.116
63;1.538;1.016;17.27;2.119
64;1.565;1.019;17.43;2.126
65;1.599;1.02;17.54;2.134
66;1.63;1.02;17.55;2.138
67;1.644;1.019;17.53;2.138
68;1.648;1.02;17.58;2.139
69;1.648;1.021;17.96;2.139
70;1.651;1.022;18.92;2.136
71;1.667;1.024;19.88;2.134
72;1.696;1.025;20.31;2.135
73;1.721;1.025;20.39;2.135
74;1.739;1.025;20.38;2.133
75;1.767;1.023;20.37;2.129
76;1.808;1.022;20.37;2.127
77;1.815;1.021;20.38;2.128
78;1.807;1.021;20.39;2.129
79;1.807;1.026;20.39;2.127
80;1.809;1.036;20.39;2.126
81;1.809;1.033;20.39;2.126
82;1.809;1.034;20.4;2.126
83;1.809;1.033;20.47;2.121
84;1.808;1.032;20.48;2.108
85;1.808;1.031;20.5;2.105
86;1.814;1.03;20.51;2.106
87;1.824;1.03;20.54;2.109
88;1.825;1.03;20.59;2.112
89;1.833;1.029;20.64;2.112
90;1.842;1.029;20.69;2.112
91;1.846;1.028;20.73;2.112
92;1.849;1.027;20.75;2.112
93;1.85;1.025;20.76;2.112
94;1.854;1.027;20.92;2.115
95;1.885;1.028;21.15;2.12
96;1.948;1.025;21.26;2.122
97;2.002;1.022;21.3;2.122
98;2.024;1.026;21.33;2.122
99;2.031;1.025;21.34;2.123
100;2.037;1.026;21.34;2.123
101;2.041;1.028;21.4;2.125
102;2.041;1.03;21.56;2.124
103;2.042;1.03;21.74;2.122
104;2.043;1.03;21.81;2.122
105;2.045;1.033;21.81;2.123
106;2.045;1.033;21.91;2.123
107;2.05;1.033;22.25;2.122
108;2.053;1.036;22.7;2.122
109;2.1;1.04;23.17;2.122
110;2.137;1.04;23.54;2.123
111;2.145;1.041;23.66;2.117
112;2.147;1.041;23.66;2.116
113;2.147;1.041;23.67;2.114
114;2.154;1.04;23.67;2.111
115;2.17;1.041;23.67;2.109
116;2.179;1.043;23.7;2.111
117;2.181;1.035;23.75;2.114
118;2.181;1.034;23.81;2.113
119;2.18;1.034;23.94;2.115
120;2.179;1.034;23.95;2.115
121;2.179;1.034;24.25;2.119
122;2.187;1.035;25.19;2.122
123;2.21;1.035;26.08;2.121
124;2.216;1.034;26.7;2.118
125;2.216;1.035;26.99;2.135
126;2.216;1.036;27.03;2.167
127;2.218;1.036;27.03;2.19
128;2.218;1.037;27.05;2.212
129;2.22;1.044;27.16;2.235
130;2.224;1.054;27.37;2.249
131;2.236;1.064;27.6;2.258
132;2.26;1.073;27.88;2.261
133;2.287;1.074;28.14;2.26
134;2.312;1.072;28.41;2.258
135;2.333;1.063;28.86;2.261
136;2.349;1.057;29.62;2.294
137;2.377;1.057;30.27;2.332
138;2.415;1.06;30.53;2.35
139;2.421;1.062;30.53;2.368
140;2.43;1.06;30.67;2.374
141;2.462;1.061;30.94;2.372
142;2.501;1.061;31.02;2.372
143;2.526;1.061;31.04;2.373
144;2.531;1.061;31.11;2.369
145;2.531;1.06;31.38;2.362
146;2.532;1.06;31.91;2.358
147;2.532;1.062;32.5;2.355
148;2.535;1.062;32.78;2.355
149;2.54;1.062;32.85;2.355
150;2.541;1.062;32.88;2.37
151;2.545;1.062;32.88;2.39
152;2.546;1.061;32.98;2.405
153;2.549;1.052;33.25;2.42
154;2.56;1.05;33.58;2.441
155;2.566;1.05;33.88;2.459
156;2.572;1.05;34.1;2.464
157;2.58;1.053;34.37;2.464
158;2.583;1.057;34.68;2.465
159;2.586;1.056;34.72;2.472
160;2.593;1.056;34.83;2.521
161;2.593;1.059;35.22;2.578
162;2.611;1.062;35.76;2.609
163;2.649;1.064;36.24;2.626
164;2.681;1.066;36.44;2.632
165;2.699;1.067;36.47;2.632
166;2.706;1.068;36.48;2.629
167;2.709;1.068;36.59;2.62
