;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;12.75;1.969;1.918;5.03
1;12.95;1.996;1.924;5.03
2;12.95;2.037;1.924;5.049
3;13.0;2.083;1.932;5.097
4;13.21;2.15;1.972;5.149
5;13.39;2.226;1.992;5.184
6;13.44;2.278;1.992;5.206
7;13.46;2.299;1.994;5.229
8;13.83;2.303;1.995;5.264
9;14.32;2.305;2.0;5.309
10;14.43;2.321;2.001;5.398
11;14.44;2.338;2.006;5.578
12;14.44;2.35;2.013;5.869
13;14.45;2.365;2.014;6.253
14;14.45;2.378;2.018;6.621
15;14.47;2.388;2.021;6.782
16;14.58;2.395;2.025;6.785
17;14.7;2.398;2.039;6.82
18;14.74;2.4;2.064;6.922
19;14.74;2.4;2.085;7.034
20;14.74;2.403;2.103;7.105
21;14.75;2.403;2.116;7.159
22;14.82;2.406;2.117;7.223
23;14.93;2.425;2.119;7.246
24;14.98;2.469;2.128;7.246
25;15.0;2.541;2.151;7.246
26;15.0;2.586;2.177;7.284
27;15.01;2.591;2.18;7.47
28;15.02;2.591;2.18;7.659
29;15.03;2.595;2.201;7.716
30;15.08;2.6;2.28;7.736
31;15.14;2.6;2.345;7.749
32;15.14;2.606;2.369;7.749
33;15.17;2.627;2.37;7.784
34;15.22;2.702;2.429;7.861
35;15.29;2.875;2.493;7.947
36;15.3;3.154;2.504;7.989
37;15.3;3.504;2.506;7.992
38;15.31;3.852;2.513;7.992
39;15.32;4.137;2.52;7.995
40;15.32;4.348;2.525;8.011
41;15.34;4.484;2.531;8.085
42;15.47;4.557;2.533;8.126
43;15.53;4.584;2.533;8.13
44;15.56;4.588;2.535;8.13
45;15.56;4.59;2.536;8.139
46;15.61;4.609;2.538;8.171
47;15.74;4.658;2.541;8.174
48;15.77;4.721;2.55;8.203
49;15.77;4.771;2.558;8.341
50;15.77;4.799;2.558;8.565
51;15.77;4.825;2.561;8.747
52;15.77;4.876;2.571;8.808
53;15.77;4.987;2.575;8.818
54;15.77;5.178;2.572;8.818
55;15.77;5.418;2.571;8.821
56;15.77;5.638;2.575;8.885
57;15.78;5.811;2.577;9.087
58;15.78;5.948;2.576;9.484
59;15.78;6.05;2.575;10.17
60;15.78;6.133;2.576;11.12
61;15.78;6.223;2.579;12.09
62;15.79;6.307;2.58;12.68
63;15.81;6.35;2.58;12.84
64;15.81;6.351;2.581;12.85
65;15.82;6.38;2.586;12.91
66;15.83;6.548;2.592;13.35
67;15.83;6.83;2.594;14.1
68;15.83;7.035;2.591;14.56
69;15.85;7.114;2.587;14.7
70;15.86;7.137;2.584;14.76
71;15.87;7.138;2.581;14.85
72;15.89;7.134;2.577;15.0
73;15.92;7.129;2.592;15.17
74;16.04;7.131;2.643;15.26
75;16.46;7.141;2.677;15.26
76;16.91;7.147;2.703;15.27
